id,sentence,isIssue,isAlternative,isPro,isCon,isDecision,,
792,"The reason that I advocated changing FilterScorer and BoostedScorer is to allow some of my custom Query implementations to use a regular BooleanQuery for recall and optionally scoring while taking advantage of the actual Scorers used on a per document, per clause basis.",0,0,1,0,0,,
793,This has been working great across quite a few Lucene releases but failed when I upgraded to 4.9 due to the two regressions in behavior for Scorer.getChildren() as described in this ticket.,1,0,0,0,0,,
794,"In this scenario, a BooleanQuery containing two TermQueries (one a miss and the other a hit) returns the following from BooleanWeight.scorer():

BoostedScorer
	
TermScorer (hit)



Calling getChildren() on this returns an empty list because the BoostedScorer just returns in.getChildren() and thus you are unable to navigate to the actual TermScorer in play.",1,0,0,0,0,,
795,This would impact any classes that extend FilterScorer and don't override getChildren().,0,0,0,1,0,,
796,"In other words, the current wiring does make the BoostedScorer transparent but with the disadvantage of hiding the actual scorer that performs the work.",0,0,1,1,0,,
797,"If this is an unsupported workflow, I'm happy to move the discussion over to the user mailing list.",0,0,0,0,0,,
798,I see: this makes sense.,0,0,1,0,0,,
799,"If you have a custom scorer you may need access to the raw one, so this makes sense to remove the transparency...",0,0,1,0,0,,
800,I'll look at the patch again and reply back if I have more questions.,0,0,0,0,0,,
801,"Commit 1608454 from Robert Muir in branch 'dev/trunk'
[ https://svn.apache.org/r1608454 ]
LUCENE-5796: Fix Scorer getChildren for two combinations of BooleanQuery",0,0,0,0,0,,
802,"Commit 1608457 from Robert Muir in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1608457 ]
LUCENE-5796: Fix Scorer getChildren for two combinations of BooleanQuery",0,0,0,0,0,,
803,Thanks Terry!,0,0,0,0,0,,
804,"Commit 1603521 from Michael McCandless in branch 'dev/branches/lucene_solr_4_9'
[ https://svn.apache.org/r1603521 ]
LUCENE-5775: Deprecate JaspellLookup; fix its ramBytesUsed to not StackOverflow",0,0,0,0,0,,
805,"Commit 1603523 from Michael McCandless in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1603523 ]
LUCENE-5775: Deprecate JaspellLookup; fix its ramBytesUsed to not StackOverflow",0,0,0,0,0,,
806,"Hi,
should we maybe also deprecate the Solr factories?",0,1,0,0,0,,
807,Because then Solr prints a warning on startup if they are used.,0,0,1,0,0,,
808, just add @deprecated / @Deprecated to JaspellLookupFactory right?,1,alternative,0,1,0,0,0
809,"I am trying to check that out, too",0,0,0,0,0,,
810,With Eclipse it looks like this should be enough to deprecate the factory you mentioned.,0,0,1,0,0,,
811,"But the default lookup for file-based stuff in Solr is still Jaspell:

./core/src/java/org/apache/solr/spelling/suggest/jaspell/JaspellLookupFactory.java:public class JaspellLookupFactory extends LookupFactory {
./core/src/java/org/apache/solr/spelling/suggest/LookupFactory.java:import org.apache.solr.spelling.suggest.jaspell.JaspellLookupFactory;
./core/src/java/org/apache/solr/spelling/suggest/LookupFactory.java:  public static String DEFAULT_FILE_BASED_DICT = JaspellLookupFactory.class.getName();
./core/src/java/org/apache/solr/spelling/suggest/Suggester.java:import org.apache.solr.spelling.suggest.jaspell.JaspellLookupFactory;
./core/src/java/org/apache/solr/spelling/suggest/Suggester.java:      lookupImpl = JaspellLookupFactory.class.getName();


So maybe we should change defaults.",0,1,0,0,0,,
812,Should we open SOLR issue?,0,0,0,0,0,,
813,So maybe we should change defaults.,0,1,0,0,0,,
814,Should we open SOLR issue?,0,0,0,0,0,,
815,OK I'll open a Solr issue.,0,0,0,0,0,,
816,I opened SOLR-6178,0,0,0,0,0,,
817,"Commit 1603542 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1603542 ]
LUCENE-5775: deprecate JaspellLookup",0,0,0,0,0,,
818,"OK I committed the deprecation to trunk; I'd really like to just remove it, but we can't do that until we address SOLR-6178 ... so I'll leave this issue open to remove Jaspell in trunk.",0,0,0,1,1,,
819,"Commit 1604122 from Uwe Schindler in branch 'dev/trunk'
[ https://svn.apache.org/r1604122 ]
SOLR-6178, LUCENE-5775: Deprecate JaspellLookupFactory",0,0,0,0,0,,
820,"Commit 1604124 from Uwe Schindler in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1604124 ]
Merged revision(s) 1604122 from lucene/dev/trunk:
SOLR-6178, LUCENE-5775: Deprecate JaspellLookupFactory",0,0,0,0,0,,
821,"Commit 1604125 from Uwe Schindler in branch 'dev/branches/lucene_solr_4_9'
[ https://svn.apache.org/r1604125 ]
Merged revision(s) 1604122 from lucene/dev/trunk:
SOLR-6178, LUCENE-5775: Deprecate JaspellLookupFactory",0,0,0,0,0,,
822,"Commit 1604707 from Uwe Schindler in branch 'dev/branches/lucene_solr_4_9'
[ https://svn.apache.org/r1604707 ]
Revert:
Merged revision(s) 1604122 from lucene/dev/trunk:
SOLR-6178, LUCENE-5775: Deprecate JaspellLookupFactory",0,0,0,0,0,,
823,"Commit 1604710 from Uwe Schindler in branch 'dev/trunk'
[ https://svn.apache.org/r1604710 ]
Move changes of:
SOLR-6178, LUCENE-5775: Deprecate JaspellLookupFactory",0,0,0,0,0,,
824,"Commit 1604711 from Uwe Schindler in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1604711 ]
Merged revision(s) 1604710 from lucene/dev/trunk:
Move changes of:
SOLR-6178, LUCENE-5775: Deprecate JaspellLookupFactory",0,0,0,0,0,,
825,1,0,0,1,0,0,,
826,"patch, I also cleaned up all remnants/conditionals about not supporting offsets.",0,1,0,0,0,,
827,"+1, nice that all codecs support offsets now!",0,0,1,0,0,,
828,"Commit 1584140 from Robert Muir in branch 'dev/trunk'
[ https://svn.apache.org/r1584140 ]
LUCENE-5563: remove sep layout",0,0,0,0,0,,
829,"I can backport if we want to, but I'm not sure its worth the trouble here.",0,0,0,1,0,,
830,"We still have 3.x codec in 4.x, as well as the fact the blockterms readers/indexes have changed in trunk and have better testing: so backporting poses some risks.",0,0,0,1,0,,
831,Bulk close after 5.0 release.,0,0,0,0,1,,
832,Here is a simple test.,0,1,0,0,0,,
833,Seems to be related to the use of index-time synonyms.,0,0,0,0,0,,
834,"Here's a patch I'm testing (all tests seem to pass, but I will see if i can add some better ones).",0,1,0,0,0,,
835,"FieldTermStack is ordered by position, but the current code doesn't really handle position increments of 0 (synonyms).",0,0,0,1,0,,
836,"In this case when we reach a dead-end (nextMap == null), we keep looking as long as the incoming position is the same until we find a match.",0,1,0,0,0,,
837,+1!,0,0,1,0,0,,
838,"Commit 1579255 from Robert Muir in branch 'dev/trunk'
[ https://svn.apache.org/r1579255 ]
LUCENE-5538: FastVectorHighlighter fails with booleans of phrases",0,0,0,0,0,,
839,"Commit 1579264 from Robert Muir in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1579264 ]
LUCENE-5538: FastVectorHighlighter fails with booleans of phrases",0,0,0,0,0,,
840,"Commit 1579269 from Robert Muir in branch 'dev/branches/lucene_solr_4_7'
[ https://svn.apache.org/r1579269 ]
LUCENE-5538: FastVectorHighlighter fails with booleans of phrases",0,0,0,0,0,,
841,Bulk close 4.7.1 issues,0,0,0,0,1,,
842,here is a patch,0,1,0,0,0,,
843,The first ensureOpen() in incRef() now seems redundant after this patch?,0,0,0,1,0,,
844,The first ensureOpen() in incRef() now seems redundant after this patch?,0,0,0,1,0,,
845,agreed - uploaded a new patch,0,1,1,0,0,,
846,"+1, looks correct.",0,0,1,0,0,,
847,SegemntCoreReaders atomic increment is also correct - @BrianGoetzSays,0,0,1,0,0,,
848,1,0,0,1,0,0,,
849,"Commit 1549012 from Simon Willnauer in branch 'dev/trunk'
[ https://svn.apache.org/r1549012 ]
LUCENE-5362: IndexReader and SegmentCoreReaders now throw AlreadyClosedException if the refCount in incremented but is less that 1.",0,0,0,0,0,,
850,"Commit 1549013 from Simon Willnauer in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1549013 ]
LUCENE-5362: IndexReader and SegmentCoreReaders now throw AlreadyClosedException if the refCount in incremented but is less that 1.",0,0,0,0,0,,
851,Fix the issue by pushing boosts from parent queries to child queries when the parent queries are flattened.,0,1,0,0,0,,
852,I clone the child queries before setting their boost so I don't break anything that expects them unchanged.,0,1,1,0,0,,
853,I'm not super happy that I have to clone the queries but it seemed like the simplest solution.,0,0,1,1,0,,
854,"Thanks Nik, your fix looks good!",0,0,1,0,0,,
855,"I don't think cloning the queries is an issue, it happens all the time when doing rewrites, and it's definitely better than modifying those queries in-place.",0,0,1,0,0,,
856,I'll commit it tomorrow if there is no objection.,0,0,0,0,1,,
857,"Commit 1556483 from Adrien Grand in branch 'dev/trunk'
[ https://svn.apache.org/r1556483 ]
LUCENE-5361: Fixed handling of query boosts in FastVectorHighlighter.",0,0,0,0,0,,
858,"Commit 1556484 from Adrien Grand in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1556484 ]
LUCENE-5361: Fixed handling of query boosts in FastVectorHighlighter.",0,0,0,0,0,,
859,"Commit 1556485 from Adrien Grand in branch 'dev/branches/lucene_solr_4_6'
[ https://svn.apache.org/r1556485 ]
LUCENE-5361: Fixed handling of query boosts in FastVectorHighlighter.",0,0,0,0,0,,
860,"While doing a final review, I noticed that you mistakenly modified the boost of the original query instead of the clone.",1,0,0,0,0,,
861,I took the liberty to fix it before committing but please let me know if this looks wrong to you.,0,0,0,0,1,,
862,"Committed, thanks!",0,0,0,0,1,,
863,Wonderful!,0,0,1,0,0,,
864,Thanks.,0,0,0,0,0,,
865,"First patch, 17 Oct 2013, quite rough, one nocommit.",0,1,0,1,0,,
866,"The latest benchmark results for doc id sets are here: http://people.apache.org/~jpountz/doc_id_sets.html
The patch uses EliasFanoDocIdSet for caching when EliasFanoDocIdSet.sufficientlySmallerThanBitSet returns true,
which is currently when load factor is at most 1/7, at about -0.85 log10 scale in the benchmark results.",0,1,0,0,0,,
867,"Otherwise it uses WAH8DocIdSet, the current behaviour.",0,0,1,0,0,,
868,Does this choice make good use of the benchmark results?,0,1,0,0,0,,
869,"To get the number of doc ids to be put in the cache, the patch checks for the type of the actual DocIdSet that is given, and uses FixedBitSet and OpenBitSet cardinality.",0,1,0,0,0,,
870,(Perhaps a similar method should be added to EliasFanoDocIdSet.),0,1,0,0,0,,
871,"In other cases, the patch falls back to WAH8DocIdSet.",0,0,0,1,0,,
872,"I added a DocIdSet argument to cacheImpl(), there is a nocommit for that.",0,1,0,0,0,,
873,"The patch also corrects a mistake in EliasFanoDocIdSet.sufficientlySmallerThanBitSet, the arguments should be int instead of long, just like the  EliasFanoDocIdSet constructor.",0,1,1,0,0,,
874,I like the idea of using the Elias-Fano doc id set given how it behaves in the benchmarks but it is tricky that it needs to know the size of the set in advance.,0,0,1,1,0,,
875,"In practice, the cache impls that you are going to have in CWF.cacheImpl are most likely QueryWrapperFilters, not FixedBitSets or OpenBitSets, so there is no way to know the exact size in advance.",0,1,0,1,0,,
876,"We could use DocIdSetIterator.cost but although it is recommended to implement this method by returning an upper bound on the number of documents in the set, it could return any number.",0,1,1,1,0,,
877,Do you think there would be a way to relax the Elias-Fano doc id set building process so that it could be built by providing an approximation of the number of docs in the set (at the cost of some compression loss)?,0,1,0,0,0,,
878,"relax the Elias-Fano doc id set building process so that it could be built by providing an approximation of the number of docs in the set (at the cost of some compression loss)
The approximation would have to be a lower bound, i.e.",0,1,0,0,0,,
879,it might be higher than the actual number of documents.,0,0,1,0,0,,
880,"The EliasFanoEncoder reserves all the memory it needs at construction time, so the loss in compression would be roughly as noticable as the accuracy of the bound.",0,0,1,0,0,,
881,"DocIdSetIterator.cost has another purpose, so it's not worthwhile to use it here I think.",0,0,0,1,0,,
882,Does the faster build time of the EF DocIdSet (compared to WAH8 and FBS) allow for an extra FBS to be built?,0,0,0,0,0,,
883,"That is not immediately clear from the benchmark results, but it could be so.",0,0,0,0,0,,
884,"DocIdSetIterator.cost has another purpose, so it's not worthwhile to use it here I think.",0,0,0,1,0,,
885,I was mentioning it because it is the closest thing we have to a cardinality() which is available for every DocIdSet.,0,0,1,0,0,,
886,Does the faster build time of the EF DocIdSet (compared to WAH8 and FBS) allow for an extra FBS to be built?,0,0,0,0,0,,
887,"That is not immediately clear from the benchmark results, but it could be so.",0,0,0,0,0,,
888,My guess is that it is faster to build the in-memory doc id sets compared to consuming the (eg.,0,0,1,0,0,,
889,"QueryWrapper) filter we need to cache, so indeed, it may allow for building an additional FBS.",0,0,1,0,0,,
890,"Since WAH8DocIdSet computes it size (available thorugh cardinality()), maybe we could build a WAH8DocIdSet in any case and replace it with an EF doc id set when there are not many documents  I can try to update the benchmarks to add the building of an additional FBS before the EF doc id set.",0,1,0,0,0,,
891,"This also reminds me that I should look into the building time of the WAH8 doc id set, there are probably things to improve...",1,0,0,0,0,,
892,I'm currently thinking it may be due to the fact that it keeps resizing buffers but I may be completely wrong.,1,0,0,0,0,,
893,... the closest thing we have to a cardinality() which is available for every DocIdSet.,0,0,0,0,0,,
894,"For a single term used as a filter there is IndexReader.docFreq(Term), and that does fit in here.",0,0,1,0,0,,
895,"(Ideally in this case the posting list could be copied from the index into the cache, but we're not there yet.)",0,0,0,1,0,,
896,Shall I add a check for QueryWrapperFilter.getQuery() being a TermQuery and then use docFreq() ?,0,1,0,0,0,,
897,There is also a TermFilter in the queries module.,0,1,0,0,0,,
898,I have not looked at the code yet.,0,0,0,0,0,,
899,"Is it necessary to move that to core so a check for that can be used here, too?",0,1,1,0,0,,
900,... maybe we could build a WAH8DocIdSet in any case and replace it with an EF doc id set when there are not many documents???,0,1,0,0,0,,
901,"For any case in which the cardinality can not easily be determined, that indeed would make sense from the benchmark.",0,0,1,0,0,,
902,I can try to update the benchmarks to add the building of an additional FBS before the EF doc id set.,0,1,0,0,0,,
903,Adding a single FBS build to the EF DocIdSet can be visualized in the benchmark for the build times.,0,1,0,0,0,,
904,"In that case the EF DocIdSet build result never gets above log(1) = 0, so an update of the benchmarks would not be needed.",0,0,1,0,0,,
905,Shall I add a check for QueryWrapperFilter.getQuery() being a TermQuery and then use docFreq() ?,0,1,0,0,0,,
906,I don't like much having support for specific filters based on instanceof calls.,0,0,0,1,0,,
907,"I really think the only two options are to consume the filter to cache twice, or to first load into memory in another filter impl and then load it again in an EF doc id set.",0,1,0,0,0,,
908,And I would go for option 2 since option 1 is likely going to be slower?,0,0,1,1,0,,
909,I don't like much having support for specific filters based on instanceof calls.,0,0,0,1,0,,
910,"Me neither, but that can be fixed by adding a docFreq() method to DocIdSet, as another hint to be used by CachingWrapperFilter.",0,1,1,0,0,,
911,This method should return the actual number of doc ids in the set when its return value >= 0.,0,1,0,0,0,,
912,"The existing hint in DocIdSet is isCacheable(), its javadocs will need to updated since they need not mention BitSet anymore.",0,1,1,0,0,,
913,"I also prefer option 2, but I'd like to avoid using the other filter impl when possible by using the docFreq hint.",0,0,1,1,0,,
914,I'll try and make another patch for this.,0,1,0,0,0,,
915,"The existing hint in DocIdSet is isCacheable(), its javadocs will need to updated since they need not mention BitSet anymore.",0,1,1,0,0,,
916,"Good point, I fixed it.",0,0,1,0,1,,
917,"I also prefer option 2, but I'd like to avoid using the other filter impl when possible by using the docFreq hint.",0,0,1,1,0,,
918,To me this feels like a big change compared to what it gives us.,0,0,0,1,0,,
919,I would prefer having another copy rather than adding this method.,0,1,1,1,0,,
920,"It felt like a big change when I started, but it was easier than I thought, have a look at the patch of 18 Oct.",0,0,1,1,0,,
921,"There are about 35 other places that directly extend DocIdSet or create a new one from an inline subclass, I have not checked these yet.",0,0,0,0,0,,
922,"This passes the current TestCachingWrapperFilter,  but there are no tests for this change yet.",0,0,1,1,0,,
923,"For small segments, maxDoc() <= 256,  this will use WAH8, would FBS better for those cases?",0,1,0,0,0,,
924,"The last choice for using the EF after the WAH8 was built is done using sufficientlySmallerThanBitSet because that was available, but I'm not really sure whether a smaller load factor should be used there.",0,1,1,1,0,,
925,"Looking again at the benchmark on how to solve building an EF docidset without knowing the number of values in advance, one solution would be to use a PFD docidset for that because it builds quickly and it has good next() performance.",0,1,1,0,0,,
926,The next() will be used once through the set to build the final docidset to be cached.,0,1,1,0,0,,
927,"However an even better way might be to use one or more temporary long arrays to store the incoming doc ids directly in FOR format, (without forming deltas and without an index).",0,1,1,0,0,,
928,This can be done because the maximum doc id value is known.,0,0,1,0,0,,
929,"While storing the doc ids, one can switch to an FBS on the fly when the total number of doc ids becomes too high.",0,0,1,0,0,,
930,The existing PackedInts code should be a nice fit for this.,0,0,1,0,0,,
931,"Since allocating the long arrays takes time, one can start with one array of say 1/512 of the maximum needed size, and continue into another (bigger) array as long as necessary or until an FBS is preferable.",0,1,1,1,0,,
932,"After some more thought on this I think using the WA8 docidset as in the patch is the best solution for now, because I think that gives the best building time for the expected cases.",0,1,1,0,0,,
933,I might add an EliasFanoEncoder constructor with only an upperBound argument for this case.,0,1,0,0,0,,
934,This would leave some room for adding more values (as in ArrayUtil.grow) and it would reorganize the encoded sequence to always use the latest number of values.,0,0,1,0,0,,
935,"Reorganizing the encoded sequence would be needed when the number of bits for encoding the lower values changes, and this is floor(log2(upperBound/numValues)) but never negative.",0,1,0,0,0,,
936,"(In a docidset for filtering the upperBound is normally the segment size, and the values are the doc ids.)",0,0,1,0,0,,
937,"About the patch of 20 Oct 2013:
There is an EliasFanoEncoder2 with a constructor with only an upperBound.",0,1,1,0,0,,
938,"This class delegates to EliasFanoEncoder and has very much the same methods, but not yet a common interface/superclass.",0,1,1,1,0,,
939,"It works by growing by a factor of 2 as necessary, and reencoding completely.",0,0,1,0,0,,
940,"This reencoding could be optimized for the lower bits by using PackedInts to block decode/encode, but I have not taken the time to implement that.",0,1,0,0,0,,
941,The EliasFanoDocIdSet has an extra constructor that takes only an upperbound that uses EliasFanoEncoder2.,0,1,1,0,0,,
942,"I ran some tests on this, it appears to work fine here.",0,0,1,0,0,,
943,A possibly misplaced assert in TestEliasFanoDocIdSet is corrected to make the test pass.,0,0,0,0,1,,
944,"CachingWrapperFilter uses the extra EliasFanoDocIdSet constructor when the number of doc ids in the set is not known,
and it reverts to FBS when this EliasFanoDocIdSet is not sufficiently smaller than an FBS.",0,1,1,0,0,,
945,For the rest see my comments on the patch of 18 Oct.,0,0,0,0,0,,
946,"I also did a little bit of perfomance testing, the memory usage of the upperbound only constructor is higher, as expected.",0,0,0,1,0,,
947,"The advance/next performance is only slightly less, again as expected.",0,0,1,0,0,,
948,"I could not measure build times, I expect it to just about double for the upperbound only constructor.",0,0,0,1,0,,
949,"I also did a little bit of perfomance testing, the memory usage of the upperbound only constructor is higher, as expected.",0,0,0,1,0,,
950,"Instead of keeping the oversized encoder, maybe the encoder could be resized to its actual size when finished encoding?",0,1,0,0,0,,
951,This is what the other (wah8/pfor) sets do.,0,0,1,0,0,,
952,"and it reverts to FBS when this EliasFanoDocIdSet is not sufficiently smaller than an FBS
Maybe pfor/wah8 would still be useful here since they efficiently encode almost full sets?",0,1,1,0,0,,
953,"Instead of keeping the oversized encoder, maybe the encoder could be resized to its actual size when finished encoding?",0,1,0,0,0,,
954,This is what the other (wah8/pfor) sets do.,0,0,1,0,0,,
955,"I suppose you mean by recomputing the actually needed sizes for the long arrays of the encoder after all encoding is done, and then reallocating them?",0,1,0,0,0,,
956,That would certainly be possible.,0,0,1,0,0,,
957,I'll have a look at wah8/pfor for this.,0,0,0,0,0,,
958,Maybe pfor/wah8 would still be useful here since they efficiently encode almost full sets?,0,1,1,0,0,,
959,The problem is that none of the compressing sets is as good as FBS at advancing far in almost full sets.,0,0,0,1,0,,
960,"I'm working on this now, another patch is slowly on its way.",0,0,0,0,0,,
961,"About the patch of 21 Oct:
Adds EliasFanoEncoderUpperBound (instead of EliasFanoEncoder2) with only an upperBound argument to the constructor.",0,1,0,0,0,,
962,Adds a freeze() method to EliasFanoEncoder to reallocate to actual size.,0,1,0,0,0,,
963,"Both are used in EliasFanoDocIdSet, which now also reverts to using an FBS as needed.",0,1,1,0,0,,
964,Adapted TestEliasFanoDocIdSet to use EliasFanoDocIdSet randomly half of the time with a -1  numValues so it may use EliasFanoEncoderUpperBound instead of EliasFanoEncoder at first.,0,1,1,0,0,,
965,For the rest see my remarks about the patch of 20 Oct.,0,0,0,0,0,,
966,"On the patch of 22 Oct:
The previous patch contains a bug in the freeze() code, it allocates more than an FBS size to one of the encoding arrays.",1,0,0,0,0,,
967,This should fix it.,0,0,1,0,0,,
968,I've done some more performance measurements of this EliasFanoDocIdSet that allows only an upperBound to its constructor.,0,1,0,0,0,,
969,No surprising results but I'd like add an APL2 to  the benchmark program that was derived from the (Test)DocIdSetBenchmark at LUCENE-5236 and LUCENE-5101 and post it.,0,1,1,0,0,,
970,"Adrien, can I assume an APL 2 on the first DocIdSetBenchmark at LUCENE-5101?",0,1,0,0,0,,
971,"The patch here is getting a little overloaded, so shall I open a separate issue for the EliasFanoDocIdSet that allows only an upperBound to its constructor?",0,1,0,0,0,,
972,"I opened a github pull request for the latest patch:
https://github.com/apache/lucene-solr/pull/19",0,0,0,0,0,,
973,Since LUCENE-5983 CachingWrapperFilter uses RoaringDocIdSet.,0,0,0,0,0,,
974,Are there any advantages for EliasFanoDocIdSet left for use there?,1,0,0,0,0,,
975,"Although the elias-fano set is smaller in the sparse case, it's true that RoaringDocIdSet tends to be faster to build and to iterate on.",0,0,1,0,0,,
976,So overall I think the RoaringDocIdSet has a better trade-off indeed.,0,0,1,0,0,,
977,"Github user PaulElschot closed the pull request at:
 https://github.com/apache/lucene-solr/pull/19",0,0,0,0,0,,
978, it turned out to be easier than I expected: I just tapped into the existing logic that ShingleFilter has for handling holes between tokens.,1,"alternative, pro",0,1,1,0,0
979,"+1, patch looks good.",0,0,1,0,0,,
980,"+1 to your suggestion about ShingleFilterTest.TestTokenStream:
// TODO: merge w/ CannedTokenStream?",0,0,1,0,0,,
981,Thanks Steve!,0,0,0,0,0,,
982,Here's a new patch w/ that TODO done ...,0,1,0,0,0,,
983,I think it's ready.,0,0,1,0,0,,
984,"Commit 1524117 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1524117 ]
LUCENE-5180: ShingleFilter creates shingles from trailing holes",0,0,0,0,0,,
985,"Commit 1524120 from Michael McCandless in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1524120 ]
LUCENE-5180: ShingleFilter creates shingles from trailing holes",0,0,0,0,0,,
986,"Commit 1524122 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1524122 ]
LUCENE-5180: move CHANGES entry",0,0,0,0,0,,
987,"java.lang.IndexOutOfBoundsException: start 9999, end 10004, s.length() 10000
	at java.lang.AbstractStringBuilder.append(AbstractStringBuilder.java:453)
	at java.lang.StringBuilder.append(StringBuilder.java:179)
	at org.apache.lucene.search.postingshighlight.DefaultPassageFormatter.append(DefaultPassageFormatter.java:135)
	at org.apache.lucene.search.postingshighlight.DefaultPassageFormatter.format(DefaultPassageFormatter.java:79)
	at org.apache.lucene.search.postingshighlight.PostingsHighlighter.highlightField(PostingsHighlighter.java:435)
	at org.apache.lucene.search.postingshighlight.PostingsHighlighter.highlightFields(PostingsHighlighter.java:353)
	at org.apache.lucene.search.postingshighlight.PostingsHighlighter.highlightFields(PostingsHighlighter.java:268)",0,0,0,0,0,,
988,Can you show a real usecase for a document matching beyond content.length()?,0,1,0,0,0,,
989,"Your patch artificially creates an out-of-bound Passage, but I think it's better if we can see a real usecase, e.g.",0,1,1,0,0,,
990,maybe a combination of TokenFilters may cause that?,1,0,0,0,0,,
991,But if e.g.,0,0,0,0,0,,
992,"the app indexed content1 but then tries to highlight content2, I don't think that's a supported usecase...",1,0,0,0,0,,
993,Please find attached another test case.,0,1,0,0,0,,
994,It is sort of bad luck to run into this in a real use case but it actually happened to me.,1,0,0,0,0,,
995,Interesting.,0,0,1,0,0,,
996,"FYI, I will not be available in the next 2 weeks, and haven't reproduced it yet.",0,0,0,0,0,,
997,"If no one assigns himself to the issue, I will when I'm back.",0,0,0,0,0,,
998,I have reproduced it with Manuel's test,0,0,0,0,0,,
999,Attached is just a combined patch of Manuel's 2 patches.,0,0,0,0,0,,
1000,There is definitely bug(s) here.,1,0,0,0,0,,
1001,"As far as the fix, to me the big question (I put it in a nocommit to his test case), is if formatter classes should really have to deal with these cases.",1,0,0,0,0,,
1002,OK here's a patch.,0,1,0,0,0,,
1003,"the cause of the bug is that we only know startOffsets are always increasing (the algorithm relies on this, and merges them across terms).",1,0,0,0,0,,
1004,"So we cannot safely terminate when end >= limit (only start >= limit), but we don't have to confuse the formatter with the cases of terms that 'span' the limit.",1,0,0,0,0,,
1005,Hmm so this means we may pick a truncated passage to present?,0,1,0,0,0,,
1006,I suppose it's unlikely to score well ... just seems bad though.,0,0,0,1,0,,
1007,"Wait, couldn't we fix passageQueue.offer(current) to not offer it if current.endOffset == contentLength?",0,1,0,0,0,,
1008,"Improved patch, thank you Mike",0,1,0,0,0,,
1009,OK let's not try to address that on this issue ...,0,0,0,0,1,,
1010,I'm not even sure it needs fixing.,0,0,0,1,0,,
1011,It ought to be rare-ish that a truncated passage is selected.,0,0,0,0,0,,
1012,There was a bug in my patch: I added another unit test for this!,1,1,0,0,0,,
1013,I think its ready.,0,0,1,0,0,,
1014,"+1
Tricky!",0,0,1,0,0,,
1015,"Commit 1513207 from Robert Muir in branch 'dev/trunk'
[ https://svn.apache.org/r1513207 ]
LUCENE-5166: PostingsHighlighter fails with IndexOutOfBoundsException",0,0,0,0,0,,
1016,"Commit 1513231 from Robert Muir in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1513231 ]
LUCENE-5166: PostingsHighlighter fails with IndexOutOfBoundsException",0,0,0,0,0,,
1017,Thank you Manuel!,0,0,0,0,0,,
1018,Thank you for the quick help!,0,0,0,0,0,,
1019,"I just found another problem here: If we have both, matches that do and matches that don't span the content boundary the formatter is asked to highlight the spanning match.",1,0,0,0,0,,
1020,Please find attached additional tests and a possible fix for this.,0,1,0,0,0,,
1021,Hi Manuel: thank you!,0,0,0,0,0,,
1022,"Another bug, or a bug in my fix to the other bug 
I'll investigate deeper in a bit.",0,0,0,0,0,,
1023,"Manuel: your fix is correct, thank you.",0,0,1,0,0,,
1024,"To explain: I had totally forgotten about this little loop on tf within the passage (i had removed this optimization in LUCENE-4909, which didnt turn out to work that great, so wasn't committed).",0,1,0,1,0,,
1025,"We might at some point want to still just remove the optimization just based on the reason that it makes this thing more complicated, it was just intended to speed up the worst case (where someone has very common stopwords and stuff like that).",0,1,0,1,0,,
1026,"But for now to complete the bugfix, we should commit your patch (LUCENE-5166-revisited.patch).",0,0,0,0,1,,
1027,"Commit 1514367 from Robert Muir in branch 'dev/trunk'
[ https://svn.apache.org/r1514367 ]
LUCENE-5166: also fix and test this case where tf > 1 within the passage for a term",0,0,0,0,0,,
1028,"Commit 1514379 from Robert Muir in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1514379 ]
LUCENE-5166: also fix and test this case where tf > 1 within the passage for a term",0,0,0,0,0,,
1029,Thank you again!,0,0,0,0,0,,
1030,4.5 release -> bulk close,0,0,0,0,1,,
1031,"Commit 1594464 from Robert Muir in branch 'dev/branches/lucene5666'
[ https://svn.apache.org/r1594464 ]
LUCENE-5166: clear most nocommits, move ord/rord to solr (and speed them up), nuke old purging stuff",0,0,0,0,0,,
1032,First draft of patch attached.,0,1,0,0,0,,
1033,Let me know how this looks.,0,0,0,0,0,,
1034,Thank you.,0,0,0,0,0,,
1035,Thanks Tim!,0,0,0,0,0,,
1036,This looks like a great improvement: I like factoring out calcDistance from calcSimilarity.,0,0,1,0,0,,
1037,And I like that we now take raw into account when figuring out which comparison to make to accept the term or not.,0,0,1,0,0,,
1038,Maybe we could improve it a bit: if raw is true we don't need to calcSimilarity right?,0,1,0,0,0,,
1039,For my sanity ... where exactly was the bug in the original code?,0,0,0,0,0,,
1040,Thank you for your quick response!,0,0,0,0,0,,
