@relation rationale
@attribute sentence string
@attribute isIssue {0,1}
@attribute isAlternative {0,1}
@attribute isPro {0,1}
@attribute isCon {0,1}
@attribute isDecision {0,1}
@data
'Hi, thanks for your bug report.',0,0,0,0,0
'It looks like it might be related to unity.',0,0,1,0,0
'If not, then I hope users of other window managers will leave a note here.',0,0,0,0,0
'screenshot please?',0,0,0,0,0
'Screenshot attached.',0,0,0,0,0
'Notice the bottom of the unity bar.',0,0,0,0,0
"That is where the bottom of the that monitor is (I'm using twinview, so you can see the beginning of the right monitor where you can see the wallpaper, on the left screen thunderbird is running maximized)",1,0,0,0,0
'I can recall similar reports with Unity 5.6 running on Nvidia cards with the proprietary driver.',1,0,0,0,0
'Can you check if the issue occurs with Unity 5.8 too?',0,0,0,0,0
"I am having exactly the same issue, although it doesn't seem to be related to any panel-stuff in my case.",1,0,0,0,0
'It appeared yesterday, probably after installing updates from the last two weeks.',1,0,0,0,0
'When attempting to shut down, nothing appears in /var/log/syslog, and no new output is added to dmesg.',1,0,0,0,0
"Status changed to 'Confirmed' because the bug affects multiple users.",0,0,0,0,1
'I too have this problem.',1,0,0,0,0
'When using  it shuts down, takes me the grey panel, the dots change until the last one is highlighted, but the machine does not switch off.',1,0,0,0,0
'I then have to hold down the power off hard button to switch off.',1,0,0,0,0
'This problem seems to come and go.',1,0,0,0,0
'This time I cannot find a solution to it.',1,0,0,0,0
'Please run kdebugdialog and tick everything, then reboot, then try to trigger the issue and attach the file .xsession-errors from your home directory to this report.',0,0,0,0,0
"Also useful logs:\n/var/log/kdm.log\n/var/logl/Xorg.0.log\nIf your session remains fully functional after trying to shutdown/reboot/logout you can simply do that, if not you'll have to switch to a virtual terminal ALT-shift-f1 and copy the files somewhere while your session is stuck trying to shutdown.",0,0,0,0,0
'Point being that the logs get overwritten once you start a new session.',0,0,0,0,0
'Also a note on comment #3: quite literally you cannot/should not expect halt to do anything more than halt the system (i.e.',0,1,0,1,0
'stop the CPU from doing anything).',0,0,0,0,0
'What you probably want to use is shutdown, which brings down the OS and then stops power supply.',0,1,1,0,0
'for convenience/safety reasons halt also brings down the OS first but it will not actually stop the power supply.',0,1,0,1,0
"halt very much directly relates to the fact that most CPUs have a dedicated instruction to stop them from doing anything, that instruction is mostly called halt (or a shorter version of it like 'hlt'), and that is actually what is called at the end of the program called 'halt'.",0,1,1,0,0
'Strictly speaking not every computer can actually shutdown and/or reboot as those features depend on additional low-level magic such as ACPI to allow power management control and consequently allow software to tell the computer to shut down power supply or shut it down and then fire it up again.',0,0,0,1,0
'With that in mind you almost never want to use halt but shutdown (even though just about all linux/bsd/whatever versions will have halt either do exactly what shutdown does or what you experience on Ubuntu - a OS shutdown combined with halting the CPU).',0,1,0,1,0
'[Expired for kde-workspace (Ubuntu) because there has been no activity for 60 days.]',0,0,0,0,0
'Data requested still not present.',0,0,0,0,0
'Good morning!',0,0,0,0,0
"I'm very sorry but I can't deliver any data anymore because I'm already\nwith kubuntu 12.10.",0,0,0,0,0
'Cheers.',0,0,0,0,0
'On 01/09/2013 11:46 AM, Harald Sitter wrote:\n\n> Data requested still not present.',0,0,0,0,0
'>\n> ** Changed in: kde-workspace (Ubuntu)\n>        Status: Confirmed => Invalid\n>',0,0,0,0,0
'Will provide requested debug info on next message.',0,0,0,0,0
'kdm.log',0,0,0,0,0
'Also\nqdbus org.kde.ksmserver /KSMServer org.kde.KSMServerInterface.logout -1 -1 -1\ndoes nothing.',0,0,0,0,0
'No new lines to .xsession-errors.',0,0,0,0,0
'Having the same problem with Ubuntu 12.04.4 and kde-standard package installed.',1,0,0,0,0
'User switching works, lock screen works but nothing happens on logout.',1,0,0,0,0
'sleep works.',0,0,0,0,0
'Logout, restart, shutdown do not work.',1,0,0,0,0
'Can it simply be that some dependency is missing in the kde-standard package?',1,0,0,0,0
"I didn't try the kde-full package though.",0,0,0,0,0
'Using opensource drivers for the videocard (NVIDIA GT218 (GeForce 210)).',0,0,0,0,0
'Unity and gnome can logout/restart/shutdown without problems.',0,0,0,0,0
'Subscribing Harald since he clearly forgot to follow up.',0,0,0,0,0
"I'm having this problem with Kubuntu 14.04.",1,0,0,0,0
'It only happens sometimes.',1,0,0,0,0
'Other times when clicking the log out button it works fine.',0,0,0,0,0
'Have the same problem with Ubuntu 12.04.4 with kde-full installed.',1,0,0,0,0
"Logout doesn't work, shutdown dosen't work, reboot doesn't work.",1,0,0,0,0
'Had ubuntu 12.04.2(?)',0,0,0,0,0
'before on a different computer, all of the above works fine.',0,0,0,0,0
'Do you guys still need logs?',0,0,0,0,0
'I have this bug after upgrading from Kubuntu 12.04 to 14.04.',1,0,0,0,0
'If you need logs let me know how to collect them.',0,0,0,0,0
"I removed ksmserverrc but this didn't help.",0,1,0,1,0
'Please attach the logs to the report.',0,0,0,0,0
'Also please try to manually select a session in the drop down and see if that changes anything.',0,1,0,0,0
"I can't select another session as KDE Plasma is the only one listed below the Username/Password textboxes.",0,0,0,1,0
'I have also tried without success:\n1) Both included themes (Classic & User Bar)\n2) Login from a console (tty1) before I login in the LightDM\n3) Login from a console, kill and then restart the account service (/usr/lib/accountsservice/accounts-daemon)',0,1,0,1,0
'I managed to reduce and almost eliminate the delay by removing the background image.',0,1,1,0,0
'Now the lightdm logfile reports a 3 second delay which I believe is acceptable.',0,0,1,0,0
'Maybe this bug has to do with the deallocation of the memory it allocated for the background image?',1,0,0,0,0
'I also reproduced this behavior to my laptop that I just upgraded (12.04 -> 12.10).',1,0,0,0,0
'Strangely, although the laptop has a slow 4200rpm HDD instead of an SSD and a slower cpu, the mentioned lag is less than two seconds with the same settings...',1,0,0,0,0
'Thanks for all the detailed logs.',0,0,0,0,0
"There's definitely something weird going on.",1,0,0,0,0
"Between auth complete and login the following happens:\n\xa0\xa0- There's an animation\n\xa0\xa0- We take a snapshot of the screen, and run an app to set the X root background image\n\xa0\xa0- We start the session\nThe delay is almost certainly something going wrong in this second stage.",1,0,0,0,0
"It's a bit of a hack that all display managers do to solve a black flicker between login and ksplash starting.",0,1,1,0,0
"I don't see how the choice of background could make a difference as it's sending a screenshot of the screen to lightdm-kde-greeter-rootimage, I don't see how what's in the image could make a difference.",0,0,0,1,0
"Could you set the background image again, and see if it's reproducible?",0,0,0,0,0
'Do you get the delay with a different background file?',0,0,0,0,0
'Hi David, thanx for replying.',0,0,0,0,0
'You are doing great work on LightDM KDE Greeter, thank you!',0,0,1,0,0
'After some testing with various backgrounds it seems that the delay is always specific to each background image and I was unlucky enough to select the worst of them which is the one with the wafer/processors (third one below @ 2560x1440).',1,0,0,0,0
'Some of the images I tried are the following (from simplest to most complex):\nhttp://wallpaperswide.com/ubuntu_desktop_blue-wallpapers.html\n1280x720  - 220KB - 3sec delay\n1600x900  - 333KB - 3.1sec delay\n2560x1440 - 990KB - 3.5sec delay\nhttp://wallpaperswide.com/white_wolves_2-wallpapers.html\n1280x720  - 298KB - 3.7sec delay\n1600x900  - 465KB - 3.9sec delay\n2560x1440 - 1.1MB - 4.2sec delay\nhttp://wallpaperswide.com/processors-wallpapers.html\n1280x720  - 369KB - 13.9sec delay\n1600x900  - 525KB - 17.2sec delay\n2560x1440 - 1.1MB - 25.9sec delay\nAs we expected, a bigger resolution and/or file size produces a bigger delay.',1,0,0,0,0
'However the last wafer/processors images have something unique that causes this huge delay.',1,0,0,0,0
"Maybe it's my PC that's getting old (AMD X2 4400+, 2GB RAM, made in 2005) so it would be nice if we could test those last background images on a faster pc.",0,0,0,0,0
'P.S Do you happen to know why after the login and before ksplash loads the icons, a black X cursor appears for about a second?',1,0,0,0,0
'Is this normal X behavior?',0,0,0,0,0
"I haven't seen this cursor for quite some time :P",0,0,0,0,0
'That should be everything I need to test this.',0,0,0,0,0
'I suspect a one line change (to turn off smooth scaling on the background image) will fix everything.',0,1,1,0,0
'I now have the images and can test.',0,0,0,0,0
'Alternately I could maybe cache a scaled png version.',0,1,0,0,0
"I'll see how well this first fix works.",0,0,0,0,0
'Actually when I first went through benchmarking LightDM having a JPEG background (1920x1280) caused the processor to spend as much time decoding the JPEG as it did  doing everything else.',1,0,0,0,0
'(JPEG can have up to ~6000 CPU calculations for each block of 8x8 pixels.',0,0,0,0,0
'My day-job is about image compression, I could go on for hours) .',0,0,0,0,0
"It'l be slowing down your load time too.",0,0,0,1,0
'Thanks again for the extensive investigation.',0,0,0,0,0
"Tracking on KDE's bugzilla here: https://bugs.kde.org/show_bug.cgi?id=308738",0,0,0,0,0
'(Closing lightdm task as the information here seems to indicate it is a greeter problem)',0,0,0,0,1
"I have a 'fix' for the bug which may work, but doesn't fix the underlying cause.",0,0,1,1,0
'If the proprietary drivers can be installed, or simply a different video driver, this may read the gamma and allow for re-sizing the display.',0,1,1,0,0
'I found a Live DVD (Linux Mint 14 Cinnamon) which caused the same problem of not reading the gamma, but when I installed nvidia-current under the Live session, I was able to get a gamma reading and re-size the display to add 1280x1024@60Hz.',1,1,1,0,0
'I tried by installing nvidia-current and the bug was fixed.',0,1,1,0,0
'Thanks for the quick fix.',0,0,0,0,0
"Status changed to 'Confirmed' because the bug affects multiple users.",0,0,0,0,1
'also affects 14.04 amd64\nIntel G31/G33',1,0,0,0,0
'Also affects 14.04  i686 3.13.0-24-generic #46-Ubuntu\nsudo lshw -c video includes:\n\xa0\xa0*-display:0 UNCLAIMED\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0description: VGA compatible controller\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0product: 4 Series Chipset Integrated Graphics Controller\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0vendor: Intel Corporation\nxrandr: Failed to get size of gamma for output default\nScreen 0: minimum 800 x 600, current 800 x 600, maximum 800 x 600\ndefault connected 800x600+0+0 0mm x 0mm\n\xa0\xa0\xa0800x600        75.0*',1,0,0,0,0
"I don't know if it is relevant here, but I got the same response from xrandr (about gamma), and also struggled with wrong resolutions.",1,0,0,0,0
"For me, the cause was the 'nomodeset' kernel parameter, this (i.e.",1,0,0,0,0
'disabling kernel modesetting) caused the i915 graphics driver to fail, and the vesa driver to be used instead.',1,1,0,0,0
'Perhaps you can check in /var/log/Xorg.0.log that the correct driver is being used?',0,0,0,0,0
"The log also contains the kernel command linke - although you may have to use 'nomodeset' to get nvidia to work (that was the reason it was in mine - when I removed the graphics card, I forgot to revert the grub options).",0,1,1,0,0
'Trying to solve #874694 (only getting 640x480 maximum resolution instead of 1024x768), I see also an Amilo L6820 with Intel 82845G/GL/GE Chipset.',1,0,0,0,0
'This blocks my attempts to force the screen resolution at xrandr level.',0,0,0,1,0
'Have you tried the *vga=###* where ### is one of the valid VGA values,\nusing this on the GRUB linux kernel line?',0,1,0,0,0
"This has worked for me on some\nrecent kernels/x-servers where xrandr can't force the screen resolution.",0,0,1,0,0
'I\nhave used this with *nouveau.noaccel=1* and sometimes *acpi=off* in problem\nsituations to force the resolution where hardware acceleration enabled just\ncauses the graphics processor to freeze, causing a reboot necessary.',0,1,0,1,0
'This\ndoes NOT work on GNOME, KDE, Unity, Cinnamon, etc., but does work for Mate\nand Xfce without Compiz enabled.',1,0,0,0,0
'Hope this helps.',0,0,0,0,0
'Carl Snyder\nOn Thu, Sep 3, 2015 at 4:45 PM, BJB  wrote:\n> Trying to solve #874694 (only getting 640x480 maximum resolution instead\n> of 1024x768), I see also an Amilo L6820 with Intel 82845G/GL/GE Chipset.',1,0,0,0,0
'> This blocks my attempts to force the screen resolution at xrandr level.',0,0,0,0,0
'>\n> --\n> You received this bug notification because you are subscribed to the bug\n> report.',0,0,0,0,0
'> https://bugs.launchpad.net/bugs/1078695\n>\n> Title:\n>   xrandr : Failed to get size of gamma for output default\n>\n> Status in x11-utils package in Ubuntu:\n>   Confirmed\n>\n> Bug description:\n>   I have been tracking in the Ubuntu & Linux Mint forums when people have\n> problems with the resolution of their screens not being able to be set to\n> the native resolution of their displays.',1,0,0,0,0
"Normally, that can be fixed by\n> either xrandr or xorg.conf settings, but occasionally when xrandr is typed\n> on a line by itself to check the configuration of the X display, the return\n> is [code]$ xrandr\n>   xrandr : failed to get size of gamma for output default\n>   Screen 0: blah blah\n>   default :  more blah blah[/code]When this has occurred, the output\n> maximum resolution can NOT be changed, and I haven't found any way to fix\n> the problem.",0,1,0,0,0
'>\n>   [background] My particular rig is a custom built with a BIOStar N68S3B\n>   motherboard, AMD Athlon II x3 processor, 8G RAM, nVidia GeForce 7025\n>   display adapter on the motherboard, Etronix 1701B display.',0,0,0,0,0
'I have\n>   fought getting my maximum resolution (1280x1024) on this monitor since\n>   7.10 Gutsy Gibbon, and used a custom xorg.conf file until it stopped\n>   working, around 9.10, and have used xrandr since.',0,1,0,0,0
'(I stopped using\n>   Ubuntu as my primary OS of choice when Unity came out, because my rig\n>   did not support Compiz or graphics acceleration.',0,0,0,0,0
'Xubuntu, Linux Mint\n>   Debian Edition, or Debian are my primaries now.)',0,0,0,0,0
'The EDID on this\n>   monitor is not read correctly/has never been read correctly, and I\n>   have always been stuck with the default resolution on Live media,\n>   except occasionally on Puppy or Elive, through two different main\n>   machines.',1,0,0,0,0
'My first Linux install was on an eMachines T5212 with an\n>   nVidia GeForce 6200 128M graphics memory, 2G RAM.',0,0,0,0,0
'[/Background]\n>\n>   I noticed that on a Bodhi 2.0 Live media that the xrandr did not work\n>   because x11-xserver-utils package was not installed.',0,0,0,0,0
'I was checking\n>   out the Live media, because my Bodhi 2.0 virtual machine exhibits the\n>   same problems reported by laptop users, that is, the Failed to get\n>   size of gamma for output default and unable to use xrandr to add a\n>   higher...',1,0,0,0,0
"Status changed to 'Confirmed' because the bug affects multiple users.",0,0,0,0,1
'here, not only brightness, but all fn keys have stopped working,\nthinkpad edge 13',1,0,0,0,0
'This morning after reboot the fn brightness keys worked again.',0,0,0,0,0
'I have the latest updates installed.',0,0,0,0,0
'Here on a Samsung RF511, same issue.',1,0,0,0,0
'After update to 13.10 all Fn keys are dead within Ubuntu.',1,0,0,0,0
'Funnily the touchpad on/off switch (Fn+F10) seems to work (switches TP on/off), but Ubuntu does not recognize it nor give any notification.',1,0,0,0,0
"Here on my Samsung NP530U3B (Intel Sandybridge 'ultrabook') running UbuntuGNOME 13.10, recently Fn keys for increase/decrease audio volume stoped working.",1,0,0,0,0
'On the other hand, Fn keys for increasing/decreasing brightness, as well as Fn keys for enabling/disabling audio, touchpad, wireless network, setting fan speed, page up/page down,  home/end and print screen are working normally, including the respective notifications.',0,0,0,0,0
'The only problem with Fn keys regards increasing/decreasing audio volume.',1,0,0,0,0
'Fresh install of 13.10 on Thinkpad x230 here.',0,0,0,0,0
'Fn keys all work.',0,0,0,0,0
'Me, too.',0,0,0,0,0
'On ThinkPad Edge Type 0328-2TA.',0,0,0,0,0
'Help us, please!',0,0,0,0,0
'Same here: Fn + key not working at all, running Kubuntu 13.10 with latest (to date) updates, even after reboot.',1,0,0,0,0
'There is a page on HotKey troubleshooting.',0,0,0,0,0
'If you still have this issue please go through the troubleshooting procedure so we can get a better idea where the bug is coming from..\nhttps://wiki.ubuntu.com/Hotkeys/Troubleshooting',0,0,0,0,0
"This should be fixed for the Thinkpad X230 in the upstream 3.14-rc4 kernel by these two commits:\ncommit bd8ba20597f0cfef3ef65c3fd2aa92ab23d4c8e1 - ACPI / video: Filter the _BCL table for duplicate brightness values\ncommit 0e9f81d3b7cd0649a3bc437391b6a0650f98f844 - ACPI / video: Add systems that should favour native backlight interface\nThe first one has been cc'd to the stable kernel series.",0,1,1,0,0
'A PPA of the 3.14-rc4 kernel is available at http://kernel.ubuntu.com/~kernel-ppa/mainline/ and instructions on how to install an uninstall it are available at https://wiki.ubuntu.com/Kernel/MainlineBuilds',0,0,0,0,0
'https://bugzilla.kernel.org/enter_bug.cgi?product=Drivers\ndo you mean regression ?',0,0,0,0,0
'there are numerous changes between  3.2.0-56  and 3.12.0-7\ntry some LiveCD or git bisect',0,0,0,0,0
'yes, I think its regression between the two kernels, but I am not sure if this is the root cause.',1,0,0,0,0
'will try some LiveCDs, but this will take some time.',0,0,0,0,0
'regards hr',0,0,0,0,0
"Status changed to 'Confirmed' because the bug affects multiple users.",0,0,0,0,1
'you have to file a bug report upstream',0,0,0,0,0
'xubuntu 12.04 , kernel 3.13, i have no sound with this sound chipset',1,0,0,0,0
'Problem seems to persist, Kubuntu 14.10, kernel 3.16.0-24...',1,0,0,0,0
"I' ve a problem.",0,0,0,0,0
'If I start Lubuntu 14:04, with main power supply, normal sound from the headphones and no sound from speakers.',1,0,0,0,0
'Everything is enabled both on alsamixer and pavucontro.',0,0,0,0,0
'I turn off the laptop and boot from a USB key with Live VectorLinux.',0,0,0,0,0
"Perfect sound from the speakers\nI turn off the laptop, I remove the key, I start again Lubuntu and I' ve perfect sound from the speakers.",0,0,0,0,0
'Then I restart again, always with the main power supply and sound always perfect.',0,0,0,0,0
'I turn it off,I take off the main power supply and I restart Lubuntu using the battery and ... no sound from the speakers,from the headphones only.',1,0,0,0,0
'I repeat the cycle from the start and I always get the same result.',0,0,0,0,0
'In addition to an exorcism, what can I do?',0,0,0,0,0
'Best regards.',0,0,0,0,0
'I can confirm a similar behavior as described in post #7.',1,0,0,0,0
'1.',0,0,0,0,0
'I installed Ubuntu Studio 15.04 on the harddisk and there was no way to get sound from speakers.',1,0,0,0,0
'2.',0,0,0,0,0
'I started Ubuntu Studio 12.04.5 from a USB stick with persistence and did all updates.',0,0,0,0,0
'3.',0,0,0,0,0
'With 12.04.5 initial system and also after update I had sound on speakers.',0,0,0,0,0
'4.',0,0,0,0,0
'I boot 15.04, with power connected, and there is sound on speakers.',0,0,0,0,0
'5.',0,0,0,0,0
'I boot 15.04 using the battery, and there is NO sound on speakers.',1,0,0,0,0
'6.',0,0,0,0,0
'I boot 15.04, with power connected, and there is NN sound on speakers.',1,0,0,0,0
'7.',0,0,0,0,0
'I go back and can repeat cycle starting at item 3.',0,0,0,0,0
'I also verified, that when just temporarily removing power cable before step 4, I still have sound in step 4.',0,0,0,0,0
'Exactly same problem of post #7, Lubuntu 14.04 kernel 4.2.0-36-generic, on HP Netbook HP2133.',1,0,0,0,0
'no sound from speakers, light sound from headphones.',1,0,0,0,0
'From live CD (USB installer 14.04) no sound.',1,0,0,0,0
'Speakers worked perfectly on old 10.04.',0,0,0,0,0
'Perfect on dual-booted WinXp (sorry!)',0,0,0,0,0
'Will try Mint.',0,0,0,0,0
'Any suggestions?',0,0,0,0,0
'Regards\nMaurizio Maurizi',0,0,0,0,0
"unity --version shows :\nunity 5.20.0\nand in /var/log/apt/history.log I can see unity has been updated the 10 January :\nStart-Date: 2014-01-10  09:54:33\nCommandline: aptdaemon role='role-commit-packages' sender=':1.59'\nUpgrade: unity:amd64 (5.20.0-0ubuntu2, 5.20.0-0ubuntu3), libxfixes3:amd64 (5.0-4ubuntu4.1, 5.0-4ubuntu4.2), libxfixes3:i386 (5.0-4ubuntu4.1, 5.0-4ubuntu4.2), libqt4-declarative:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-declarative:i386 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), unity-2d:amd64 (5.14.0-0ubuntu1, 5.14.0-0ubuntu2), iproute:amd64 (20111117-1ubuntu2, 20111117-1ubuntu2.1), unity-2d-common:amd64 (5.14.0-0ubuntu1, 5.14.0-0ubuntu2), qdbus:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libunity-2d-private0:amd64 (5.14.0-0ubuntu1, 5.14.0-0ubuntu2), libdrm-radeon1:amd64 (2.4.43-0ubuntu0.0.3, 2.4.46-1ubuntu0.0.0.1), libdrm-radeon1:i386 (2.4.43-0ubuntu0.0.3, 2.4.46-1ubuntu0.0.0.1), libqt4-test:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-script:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-script:i386 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-designer:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-network:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-network:i386 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-dbus:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-dbus:i386 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), unity-common:amd64 (5.20.0-0ubuntu2, 5.20.0-0ubuntu3), libqt4-opengl:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), unity-2d-spread:amd64 (5.14.0-0ubuntu1, 5.14.0-0ubuntu2), libqt4-xmlpatterns:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-xmlpatterns:i386 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-sql-sqlite:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), duplicity:amd64 (0.6.18-0ubuntu3.3, 0.6.18-0ubuntu3.4), unity-2d-panel:amd64 (5.14.0-0ubuntu1, 5.14.0-0ubuntu2), gir1.2-appindicator3-0.1:amd64 (0.4.92-0ubuntu1, 0.4.92-0ubuntu1.1), libappindicator3-1:amd64 (0.4.92-0ubuntu1, 0.4.92-0ubuntu1.1), libqt4-help:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), x11proto-input-dev:amd64 (2.1.99.6-1, 2.3-1~precise1), libdrm2:amd64 (2.4.43-0ubuntu0.0.3, 2.4.46-1ubuntu0.0.0.1), libdrm2:i386 (2.4.43-0ubuntu0.0.3, 2.4.46-1ubuntu0.0.0.1), libqtcore4:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqtcore4:i386 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libssl-dev:amd64 (1.0.1-4ubuntu5.10, 1.0.1-4ubuntu5.11), libunity-core-5.0-5:amd64 (5.20.0-0ubuntu2, 5.20.0-0ubuntu3), libssl-doc:amd64 (1.0.1-4ubuntu5.10, 1.0.1-4ubuntu5.11), libdrm-nouveau1a:amd64 (2.4.43-0ubuntu0.0.3, 2.4.46-1ubuntu0.0.0.1), libdrm-nouveau1a:i386 (2.4.43-0ubuntu0.0.3, 2.4.46-1ubuntu0.0.0.1), libdrm-intel1:amd64 (2.4.43-0ubuntu0.0.3, 2.4.46-1ubuntu0.0.0.1), libdrm-intel1:i386 (2.4.43-0ubuntu0.0.3, 2.4.46-1ubuntu0.0.0.1), libqt4-sql:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-sql:i386 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-svg:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), unity-2d-shell:amd64 (5.14.0-0ubuntu1, 5.14.0-0ubuntu2), python-appindicator:amd64 (0.4.92-0ubuntu1, 0.4.92-0ubuntu1.1), unity-services:amd64 (5.20.0-0ubuntu2, 5.20.0-0ubuntu3), libqt4-xml:amd64 (4.8.1-0ubuntu4.5, 4.8.1-0ubuntu4.6), libqt4-xml:i386 (4.8.1-0ubuntu4.5, 4.8.1-0u...",0,0,0,0,0
"Status changed to 'Confirmed' because the bug affects multiple users.",0,0,0,0,1
'My unity version is also 5.20.0',0,0,0,0,0
'Same here.',0,0,0,0,0
'After the last update, launch is not revealing on second monitor (placed at right).',1,0,0,0,0
'12.04 LTS, X64, Intel Graphics.',0,0,0,0,0
'Same here on 12.04 64 Bit with ATI graphics (Mobility Radeon HD 3650).',1,0,0,0,0
'Does not really seem to be something about graphics drivers then.',0,0,0,1,0
'I too have the second monitor to the right and it stopped revealing on autohide in January.',1,0,0,0,0
'Has there yet been any reaction to this bug report?',0,0,0,0,0
'I can confirm I am experiencing the same issue since I updated a couple of weeks ago.',1,0,0,0,0
'So.',0,0,0,0,0
'I encountered this when VMWare View was completely unable to connect to our view server using 14.04 LTS.',1,0,0,0,0
'After digging through the log, encountered this bug report.',0,0,0,0,0
'Some further digging turned up:\nhttps://github.com/OpenSC/OpenSC/issues/183\nand\nhttps://github.com/OpenSC/OpenSC/commit/162e71419ba9b84d37321acc05e32980a438ae9a\nwhere people argue for a very very long time about adding 2 functions to the .exports :p\nFor anyone here using ubuntu who is finding the VMWare View package non-functional, you have to:\n1) sudo mkdir -p /usr/lib/vmware/view/pkcs11/\n2) cd /usr/lib/vmware/view/pkcs11/\n3) sudo ln -s /usr/lib/x86_64-linux-gnu/opensc-pkcs11.so libopensc-pkcs11.so\nThis fixes the bad plugin path in the vmware package.',0,1,1,0,0
'Now you have to fix the exports from the opensc package.',0,1,0,0,0
'--- opensc-0.13.0.orig/src/pkcs11/opensc-pkcs11.exports\n+++ opensc-0.13.0/src/pkcs11/opensc-pkcs11.exports\n@@ -1 +1,3 @@\n\xa0C_GetFunctionList\n+C_Initialize\n+C_Finalize\n--- opensc-0.13.0.orig/src/pkcs11/pkcs11-spy.exports\n+++ opensc-0.13.0/src/pkcs11/pkcs11-spy.exports\n@@ -1 +1,3 @@\n\xa0C_GetFunctionList\n+C_Initialize\n+C_Finalize\nThis patch was autogenerated after editing the  exports files.',0,1,0,0,0
"I don't think pkcs11-spy was necessary, but, eh, why not...\n1) apt-get source opensc\n2) get prompted for some build deps, apt-get install those... for me it was   apt-get install dh-autoreconf libpcsclite-dev libreadline-dev\n3) go to the sources and either put that patch in debian/patches or just edit src/pkcs11 exports files and add those 2 lines\n4) dpkg-buildpackage\ntheeeen just dpkg -i the resulting .deb and enjoy your finally-working vmware-view.",0,1,0,1,0
'YAY!',0,0,0,0,0
'(Note that this all assumes you setup smartcard support in ubuntu in the first place - there are docs for that)',0,0,0,0,0
"Status changed to 'Confirmed' because the bug affects multiple users.",0,0,0,0,1
"Oh, and you'll have to repeat this process if the vmware-view and opensc packages are updated without incorporating the changes above of course.",0,1,0,0,0
'One more thing to add.',0,0,0,0,0
'The maintainer I think was under the impression the semi-broken vmware-view package (that has that hardcoded module directory path) was closed source, so:\nhttp://www.vmware.com/company/news/releases/view_open_client\nhttps://launchpad.net/ubuntu/+source/vmware-view-open-client\nhttps://github.com/dontsueme/vmware-view-open-client\nBut, yeah, as far as I can see the main patch is in the opensc package, and that just needs to be backported from that upstream commit.',0,0,0,0,0
'The vmware-view issue could be addressed as a symlink in the install script as an alternative to actually patching the client.',0,1,0,0,0
'Oh, and, I get the feeling the symlink/packaging part will not be fixed any time soon.',0,0,0,0,0
'http://packages.ubuntu.com/precise/vmware-view-open-client  exists\nhttp://packages.ubuntu.com/trusty/vmware-view-open-client  404 - this despite the fact that on computer #1 I have vmware-view-open-client in trusty-updates\nMy guess is VMware stopped paying Ubuntu to maintain it (shame on them, since they still link it on their site)',0,0,0,0,0
'Oh...',0,0,0,0,0
'This is kind of important I guess...',0,0,0,0,0
"I'm using vmware-view-open-client because vmware-view-client is, for some reason, i386 only - perhaps that's due to being non-open source as the maintainer of this package noted.",0,1,0,1,0
'vmware-view-open-client was as noted above, annoyingly, removed from trusty.',0,0,0,1,1
'Apparently an upstream debian thing.',0,0,0,0,0
'This is pretty bad for the keycard/vmware view setup in corp/gov world.',0,0,0,1,0
"Now, vmware-view-client *is* still in existence but due to the i386 dependency, to get your keycard to work on current ubuntu LTS will require installing a ton of i386 libs (since you're probably all-64bit like most sane people).",0,1,0,1,0
'Now unfortunately, I was not able to find opensc:i386 or libengine-pkcs11-openssl:i386 packages, so this was a total non-starter.',0,0,0,1,0
'Luckily, the ubuntu dev that pulled it kindly pointed me to:\nhttp://launchpadlibrarian.net/160769423/vmware-view-open-client_4.5.0-297975+dfsg-4ubuntu4_amd64.deb\nWhich works just fine.',0,1,1,0,0
