@relation rationale
@attribute sentence string
@attribute classification string
@data
"-e /dev/.devfsd ]; then\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0echo -n 'Generating array device nodes... ' >&2\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0cd /dev\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0if /dev/MAKEDEV md >&2 >/dev/null; then\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0echo 'done.'",'irrelevant'
">&2\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0else\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0echo 'failed.'",'irrelevant'
">&2\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0fi\n\xa0\xa0\xa0\xa0fi\n---------------------------------------SNIP---------------------------------------\nI haven't looked further into what that script really should be doing there however.",'irrelevant'
'Attached: output of examining all disk partitions with fdisk -l','irrelevant'
'Attached: kernel message log','irrelevant'
'GParted just gave me troubles reformatting the drive again.','relevant'
'Here are the details of that.','irrelevant'
'Now that I tried to create a new partition table and repartition /dev/sde, mdadm is trying to use it strangely as a second array!!','relevant'
'wtf?','irrelevant'
'GParted failed to repartition it a second time, and now this:\ntrinitronx@saturn:/media$ cat /proc/mdstat\nPersonalities : [linear] [multipath] [raid0] [raid1] [raid6] [raid5] [raid4] [raid10]\nmd_d0 : inactive sde1[3](S)\n\xa0\xa0\xa0\xa0\xa0\xa0732571904 blocks\nmd0 : inactive sdb1[0](S) sdc1[1](S) sdd1[2](S)\n\xa0\xa0\xa0\xa0\xa0\xa02197715712 blocks\nunused devices:','relevant'
'Rebuilding my RAID for the 5th time now.','irrelevant'
"Here's the complete shell session, so in case I'm doing something wrong, PLEASE point it out!",'irrelevant'
"Let's hope it works this time!",'irrelevant'
".... And here we go.....\ntrinitronx@saturn:/media$ sudo fdisk -l /dev/sde\nDisk /dev/sde: 750.2 GB, 750156374016 bytes\n255 heads, 63 sectors/track, 91201 cylinders\nUnits = cylinders of 16065 * 512 = 8225280 bytes\nSector size (logical/physical): 512 bytes / 512 bytes\nI/O size (minimum/optimal): 512 bytes / 512 bytes\nDisk identifier: 0x00000000\nDisk /dev/sde doesn't contain a valid partition table\ntrinitronx@saturn:/media$ cat /proc/mdstat\nPersonalities : [linear] [multipath] [raid0] [raid1] [raid6] [raid5] [raid4] [raid10]\nmd_d0 : inactive sde1[3](S)\n\xa0\xa0\xa0\xa0\xa0\xa0732571904 blocks\nmd0 : inactive sdb1[0](S) sdc1[1](S) sdd1[2](S)\n\xa0\xa0\xa0\xa0\xa0\xa02197715712 blocks\nunused devices: \ntrinitronx@saturn:/media$ sudo mdadm --stop /dev/md_d0\n[sudo] password for trinitronx:\nmdadm: stopped /dev/md_d0\ntrinitronx@saturn:/media$ sudo mdadm --examine /dev/md_d0\nmdadm: cannot open /dev/md_d0: No such file or directory\ntrinitronx@saturn:/media$ sudo mdadm --examine /dev/sde\nmdadm: No md superblock detected on /dev/sde.",'irrelevant'
'trinitronx@saturn:/media$ sudo mdadm --examine /dev/sde1\n/dev/sde1:\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Magic : a92b4efc\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Version : 00.90.00\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0UUID : 7a0e5ba8:669595fc:852484a6:e390a598 (local to host saturn)\n\xa0\xa0Creation Time : Fri Jan  9 03:40:39 2009\n\xa0\xa0\xa0\xa0\xa0Raid Level : raid5\n\xa0\xa0Used Dev Size : 732571904 (698.64 GiB 750.15 GB)\n\xa0\xa0\xa0\xa0\xa0Array Size : 2197715712 (2095.91 GiB 2250.46 GB)\n\xa0\xa0\xa0Raid Devices : 4\n\xa0\xa0Total Devices : 4\nPreferred Minor : 0\n\xa0\xa0\xa0\xa0Update Time : Sun May 16 22:13:13 2010\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0State : clean\n\xa0Active Devices : 4\nWorking Devices : 4\n\xa0Failed Devices : 0\n\xa0\xa0Spare Devices : 0\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0Checksum : b38b3b34 - correct\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Events : 122066\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Layout : left-symmetric\n\xa0\xa0\xa0\xa0\xa0Chunk Size : 64K\n\xa0\xa0\xa0\xa0\xa0\xa0Number   Major   Minor   RaidDevice State\nthis     3       8       65        3      active sync   /dev/sde1\n\xa0\xa0\xa00     0       8       17        0      active sync   /dev/sdb1\n\xa0\xa0\xa01     1       8       33        1      active sync   /dev/sdc1\n\xa0\xa0\xa02     2       8       49        2      active sync   /dev/sdd1\n\xa0\xa0\xa03     3       8       65        3      active sync   /dev/sde1\ntrinitronx@saturn:/media$ sudo mdadm --zero-superblock /dev/sde1\ntrinitronx@saturn:/media$ sudo mdadm --examine /dev/sde1\nmdadm: No md superblock detected on /dev/sde1.','irrelevant'
"trinitronx@saturn:/media$ sudo mdadm --zero-superblock /dev/sde\nmdadm: Unrecognised md component device - /dev/sde\n-------------------------------------------------------------------------------------------------\n####### HERE'S WHERE I DELETED OLD PARTITION, ADDED NEW TABLE, AND REFORMATTED IN GPARTED #######\n-------------------------------------------------------------------------------------------------\ntrinitronx@saturn:/media$ sudo fdisk -l /dev/sde\nDisk /dev/sde: 750.2 GB, 750156374016 bytes\n255 heads, 63 sectors/track, 91201 cylinders\nUnits = cylinders of 16065 * 512 = 8225280 bytes\nSector size (logical/physical): 512 bytes / 512 bytes\nI/O size (minimum/optimal): 512 bytes / 512 bytes\nDisk identifier: 0x0008b84d\n\xa0\xa0\xa0Device Boot      Start    ...",'irrelevant'
'Here is the successful output of GParted formatting /dev/sde1 before my rebuild #5.','relevant'
'Since we have to consider mdadm/raid as not maintained in ubuntu, maybe check other bug reports to see if their workarounds may help for this case.','relevant'
'Rebuilt again, and noticed an update for the mountall package too (not sure if this was related).','irrelevant'
'Seems everything is being brought up fine now after a reboot.','irrelevant'
'I just hope it stays that way','irrelevant'
'Actually, to solve the problem for me I copied all the data to another hard disk.','relevant'
'Then cleared all the md array information from the 3 drives.','relevant'
'After that created a new array and since then it assembles correct at boot times.','relevant'
'It seems that the newer md-version are somehow incompatible with arrays created wit some former versions of itself.','relevant'
'My array was existing for several years when this issue occours.','irrelevant'
'... and i changed all the information in mdadm.conf to uuids instead of using device names ...','relevant'
'md_dx stuff: Bug #551719 Bug #469574, Bug #532960, ...','irrelevant'
'They have workarounds and even some fixes in stable upstream for years but who cares.','relevant'
'Does anyone know if this bug still exists in 10.10?','irrelevant'
'I should consider a dist-upgrade, even if 10.10 is not LTS...','relevant'
'I know that this bug doesnt exist with 10.04.1 with an array constructed in 10.04.1 using mdadm.','irrelevant'
'I gave up on this bug as it wasnt a show stopper (server was rarely rebooted), but have made some observations during the new build that might shed some light on this.','relevant'
'I used the palimpest disk utility to construct my array and Im 99% sure I did previously too, though this time I noticed some quirks, like the utility being unable to expand an array built by mdadm or the disk utility (saying the device wasnt big enough to add, but it is identical to the other drives.','relevant'
'), mdadm unable to assesmble a array made by the disk utility while the disk utility was able to and on boot the disk utility has the array as started but degraded (stopping/starting the array fixes this).','relevant'
'The array would work store data and mount without issue if constructed and stopped/started using the disk utility.','relevant'
'This got me thinking that maybe this was somehow related to the issues I was having previously.','irrelevant'
'Anyone else assemble their arrays with the disk utility?','irrelevant'
'Just putting it out there....','irrelevant'
'@ md0 is not ready yet or not present.','irrelevant'
"Continue to wait; or Press S to skip mount or M for manual recovery'\nI have this bug in 10.10 and it's really anoying me.",'relevant'
'I wonder if there is ever going to be a fix for this problem.','irrelevant'
'I followed this thread and solved my problem: http://ubuntuforums.org/showthread.php?t=1077167','relevant'
'Hey, my RAID1 has been mounting on boot.','irrelevant'
'I can now have fstab mount my partitions when my computer goes on!','irrelevant'
"I'm running 11.04.",'irrelevant'
'Can anyone else confirm that this has been fixed?','irrelevant'
'I could not get a raid10 to automount at boot with 11.04.','relevant'
'After days of frustration I gave up.','irrelevant'
"I'm sorry to hear that.",'irrelevant'
"I'll set it to confirmed, though, as it shouldn't be on New.",'irrelevant'
'Same problem here.','relevant'
'Solved by adding to /etc/mdadm/mdadm.conf this line:\nARRAY /dev/md1 metadata=1.2 UUID=someuuid name=somename:0\n/dev/md1 may be different for you.','relevant'
"It' may be md/1, md1 or something.",'relevant'
'I get someuuid by using blkid utility.','relevant'
'somename from mdadm --detail /dev/md1\nTo get information from dlkid and mdadm --detail you need to stop array first\nmdadm --stop /dev/md1\nand then assemble it again:\nsudo mdadm --assemble /dev/md1 /dev/sdX1 /dev/sdY1\nAfter that you will able to get UUID and array name.','relevant'
"There's apparently a race condition, and it appears to have been in (and still is, as of 12.04 LTS) deep in Ubuntu for many versions.",'relevant'
'It just bit me tonight...and for the last time.','irrelevant'
'Had similar insurmountable problems with 10.04 LTS, 6.06 LTS, too.','relevant'
"I guess it's more important for the Ubu coders to race around doing cloud coding and changing tectonic parts (like Upstart) that really shouldn't be screwed with, eh?",'relevant'
'My only solution was to revert to Debian 6.0.5.','irrelevant'
'Ubuntu, in my now long suffering experience, is to Debian as Fedora is to RedHat.','relevant'
'Beware.','irrelevant'
'https://bugs.launchpad.net/ubuntu/+source/mdadm/+bug/872220?comments=all','irrelevant'
'Thank you for your bug report.','irrelevant'
'To maintain a respectful atmosphere, please follow the code of conduct - http://www.ubuntu.com/community/conduct/ .','irrelevant'
'Bug reports are handled by humans, the majority of whom are volunteers, so please bear this in mind.','irrelevant'
'Kindly refrain from clogging up various bug reports with threats about leaving Ubuntu, michael.','irrelevant'
'Your input is valuable if you can help solve the solution and is useless with empty rants.','irrelevant'
'The problem exists in the initramfs boot scripts.','relevant'
'They do not fire --assemble.','relevant'
'To fix this, I removed the package hook and scripts and replaced them with those provided in the debian package.','relevant'
'The debian scripts are much better and not sure why ubuntu does not use those by default anyway.','relevant'
'here is a quick fix - assumes mdadm is config and working\n#Remove ubuntu package scripts:\nrm /usr/share/initramfs-tools/hooks/mdadm\nrm /usr/share/initramfs-tools/scripts/mdadm-functions\nrm /usr/share/initramfs-tools/scripts/init-premount/mdadm\nrm /usr/share/initramfs-tools/scripts/local-premount/mdadm\n#Extract / cp files from deb:\ncp mdadm_3.2.5-3_amd64/usr/share/initramfs-tools/hooks/mdam   /usr/share/initramfs-tools/hooks/mdadm\ncp mdadm_3.2.5-3_amd64/usr/share/initramfs-tools/scripts/local-top/mdadm  /usr/share/initramfs-tools/scripts/local-top/mdadm\n#Then update initramfs\nupdate-initramfs -vck all','relevant'
'Please start Mumble from a terminal window and post the complete output here.','irrelevant'
"Ah, doing that shed some light on what the issue was, the following was in the output:\n\xa0\xa0QInotifyFileSystemWatcherEngine::addPaths: inotify_add_watch failed: No such file or directory\n\xa0\xa0QFileSystemWatcher: failed to add paths: /home/steve/.config/ibus/bus\n\xa0\xa0Bus::open: Can not get ibus-daemon's address.",'relevant'
'IBusInputContext::createInputContext: no connection to ibus-daemon\nOnce I started ibus-daemon, shortcut events from the external keyboard were detected.','relevant'
"The question becomes, then, why the dependency on ibus, and what's supposed to start it, as I don't see it running on 3 different 10.04 systems that I've looked at.",'relevant'
"I hadn't heard about ibus until 30 seconds ago, so this isn't something upstream Mumble or the debian package depends on :) Could you post the complete console output, please?",'irrelevant'
'Alright, I did a little more digging into the issue.','irrelevant'
"I can reproduce it if I start mumble without the external keyboard plugged in and then plug it in; mumble doesn't recognize the shortcuts that I've mapped.",'relevant'
"I'm attaching the full log from a session where I started without the keyboard plugged in, and then plugged it in.",'irrelevant'
'And here is a log from a session where the keyboard was already plugged in when mumble was started.','irrelevant'
'Oh yes, one more comment, the ibus-daemon I mentioned before was a red herring; starting ibus-daemon had no effect if the kayboard was plugged in after mumble was started.','relevant'
'Hello,\nI have the same problem running mumble client 1.1.8-3 .','relevant'
'I am using Ubuntu 9.10 (2.6.31-22-generic) amd64.','irrelevant'
'The keyboard I am using is a microsoft wired 600 usb (this is a desktop pc btw).','irrelevant'
"I've tried the ibus-daemon thing but it didn't worked.",'relevant'
'My keyboard has some shortcuts about the calculator, paly/pause, volume up/down and mute.','irrelevant'
'All these shortcuts are working with mumble.','irrelevant'
"Also I've tried to run mumble as root and all the keys worked fine.",'irrelevant'
'I have also tried to set the push-to-talk shortcut as root and use it after that as normal user but I was not successful.','relevant'
"The settings were saved but mumble wasn't responding to the key that I have set.",'relevant'
'Hi,\nI have the same issue with version 1.2.3-2ubuntu4.1 on Ubuntu 12.04LTS 64bit and several Logitech-Keyboards.','relevant'
'Greetinx\nHeiko','irrelevant'
'Please use apport-collect 633317','irrelevant'
'apport information','irrelevant'
'apport information','irrelevant'
'apport information','irrelevant'
'apport information','irrelevant'
'apport information','irrelevant'
'apport information','irrelevant'
'apport information','irrelevant'
'apport information','irrelevant'
'Needs 0 dB cap for node 0x10:\nAmp-Out caps: ofs=0x17, nsteps=0x1e, stepsize=0x05, mute=1','irrelevant'
'There is an existing amp override for 0x10, but the one for 0x1c is missing.','relevant'
"wouldn't that mean, the user needs to use another theme to use the program?",'relevant'
'[Expired for Ubuntu because there has been no activity for 60 days.]','irrelevant'
'I have installed blueman on kubuntu.','irrelevant'
'When trying to start it I got the gtk-missing-image is missing error report.','relevant'
'Solution is to install gnome-icon-theme.','relevant'
'After that blueman started as expected.','relevant'
'I believe this means that blueman should depend on gnome-icon-theme.','relevant'
"blueman packages with itself a bunch of icons, i'm sure it's much better to pack all dependent icons rather than link dependency to third party packet which is not obliged to carry required hardcoded images.",'relevant'
"Confirm this bug on Kubuntu 13.04 - can't start blueman-applet.",'relevant'
"sudo apt-get install gnome-icon-theme\ndon't solve the problem, I see the error:\nFailed to load StandardItems\nIcon 'gtk-missing-image' not present in theme\nDid anybody know some solution for this issue?",'relevant'
'Maybe this issue is the duplicate of https://bugs.launchpad.net/ubuntu/+source/blueman/+bug/1037216 ?','relevant'
'Problem solved for me after going to System Settings - Application Appearance - GTK and changing Icon Themes - Fallback theme to GNOME (default was be Oxygen).','relevant'
'The Scrapy version in the Ubuntu/Debian python-scrapy package is quite old.','relevant'
'I suggest you use the Ubuntu packages provided by the Scrapy project instead: http://doc.scrapy.org/topics/ubuntu.html (APT repo available too).','relevant'
"It would be great if we could synchronize the Debian package provided by the Scrapy project with the one available in Ubuntu/Debian, but not I'm not sure what's the procedure for that.",'relevant'
'Hello,\npython-guppy is recommended by python-scrapy because one of it files tries to import it [1]:\n/\n\n| try:\n|     import guppy\n|     hpy = guppy.hpy()\n| except ImportError:\n|     hpy = None\n\n\n\nAs for the not up-to-date package in Debian/Ubuntu, it is due to the Debian Freeze.','relevant'
'I have uploaded the 0.9 version of python-scrapy to experimental, as it does not fit to be in squeeze (due to the freeze).','relevant'
'I will work on packaging the latest version and upload it on experimental (Debian).','relevant'
'Then, a synchronization request can be sent on launchpad asking the Ubuntu Teams to review, and upload the package onto Ubuntu repositories.','irrelevant'
'If you need any help on this part, I would be glad to give you a hand.','irrelevant'
'Cheers,\n\xa0Ignace M\n[1] http://hg.scrapy.org/scrapy/file/8ffd63e657f0/scrapy/telnet.py\n[2] http://packages.qa.debian.org/p/python-scrapy/news/20100823T164725Z.html','irrelevant'
'I see that guppy is imported there...but what about requiring python-django?','relevant'
"Surely, a scraping utility doesn't need django installed, right?",'relevant'
"I simple grep shows that it does:\n----\n$ grep -R django scrapy/\nscrapy/tests/test_djangoitem/models.py:from django.db import models\nscrapy/tests/test_djangoitem/models.py:        app_label = 'test_djangoitem'\nscrapy/tests/test_djangoitem/__init__.py:from scrapy.contrib_exp.djangoitem import DjangoItem, Field\nscrapy/tests/test_djangoitem/__init__.py:os.environ['DJANGO_SETTINGS_MODULE'] = 'scrapy.tests.test_djangoitem.settings'\nscrapy/tests/test_djangoitem/__init__.py:    import django\nscrapy/tests/test_djangoitem/__init__.py:    django = None\nscrapy/tests/test_djangoitem/__init__.py:if django:\nscrapy/tests/test_djangoitem/__init__.py:    django_model = Person\nscrapy/tests/test_djangoitem/__init__.py:        if not django:\nscrapy/contrib_exp/djangoitem.py:        if cls.django_model:\nscrapy/contrib_exp/djangoitem.py:            cls._model_meta = cls.django_model._meta\nscrapy/contrib_exp/djangoitem.py:    django_model = None\nscrapy/contrib_exp/djangoitem.py:        model = self.django_model(**modelargs)\n----\nHowever, it might be interesting to 'suggest' it instead 'recommend' it.",'relevant'
"I'll work on this in the next release.",'irrelevant'
'Cheers,\n\xa0Ignace M','irrelevant'
'Scrapy contains many additional code in scrapy.contrib which are extras and not required to run the framework.','relevant'
'boto is another example of such dependency, which is even listed as depends (not recommends).','relevant'
"The only 3 depends are: python-libxml2, python-twisted, python-openssl (this is optional but highly recommended and it's listed as suggests now).",'relevant'
'I would list as recommended: python-pygments, python-imaging (used by a very popular contrib - the images pipeline), and maybe python-guppy (or perhaps in suggests).','relevant'
"Packages I can't decide whether to put in suggests or recommends:\n* ipython (supports an improved shell console - we should probably do the same as django?)",'relevant'
"* python-boto (enables S3 backend for images pipeline)\n* python-pygments (supports colorized output in scrapy parse command)\n* python-guppy (enhances memory debugging capabilities from the telnet console)\npython-django doesn't fit in either recommends or suggests, IMO.",'relevant'
'Thanks Pablo for your input!','irrelevant'
'I will take all of your remarks into account in the upcoming package.','irrelevant'
'Regards,\n\xa0Ignace M','irrelevant'
"iPython shouldn't be included.",'relevant'
"It's a tool that's useful for Python developers.",'relevant'
"Surely, if you installed a scraping utility, you wouldn't expect typing the word python into a console to change, right?",'relevant'
"I'd be dumbfounded if that happened to me and I wasn't watching carefully what I was installing.",'relevant'
'Principle of least surprise.','relevant'
'Ignace, thanks for taking care of this.','irrelevant'
'We have just released Scrapy 0.14, so you may want to bump the version as part of the changes for the upcoming package.','relevant'
'Bear in mind that Scrapy now depends on a separate package: w3lib, so you would have to add a python-w3lib package as well.','relevant'
'Perhaps this is a good time to synchronize Ubuntu official package with Scrapy official package [1].','relevant'
"But it's probably worth creating a separate ticket to discuss that.",'irrelevant'
'[1] https://github.com/scrapy/scrapy/tree/master/debian','irrelevant'
'Pablo, true, but at least in Ubuntu, when you install iPython, it replaces the python command with itself, I think.','relevant'
"Maybe that's just the django shell...not positive.",'relevant'
'On Thu, Nov 17, 2011 at 15:21, Pablo Hoffman  wrote:\n\n> Ignace, thanks for taking care of this.','irrelevant'
'We have just released Scrapy\n> 0.14, so you may want to bump the version as part of the changes for the\n> upcoming package.','irrelevant'
'Bear in mind that Scrapy now depends on a separate\n> package: w3lib, so you would have to add a python-w3lib package as well.','relevant'
'>\n> Perhaps this is a good time to synchronize Ubuntu official package with\n> Scrapy official package [1].','relevant'
"But it's probably worth creating a\n> separate ticket to discuss that.",'irrelevant'
'>\n> [1] https://github.com/scrapy/scrapy/tree/master/debian\n\nSure!','irrelevant'
"I will work on it by the end of next week, I'll keep you posted.",'irrelevant'
'Cheers,\n\xa0Ignace M','irrelevant'
'looks a lot like Bug #454783 which is supposedly fixed','irrelevant'
'Rolf, I would agree that this looks very similar.','irrelevant'
'Marking as duplicate and nominating for Hardy.','irrelevant'
'Unduping for further analysis.','irrelevant'
'Clint, the other bug report is against update-manager, I used plain aptitude.','relevant'
'Furthermore the other ticket is supposedly fixed since karmic, no need to backport a fix to lucid.','irrelevant'
'You nominated for hardy.','irrelevant'
'That of course may make sense, depending on the situation.','irrelevant'
'Not sure if any changes in the update-manager package would have prevented this situation, though.','relevant'
'I think lucid upstart does not work in a vserver or chroot, period.','relevant'
"That's my current understanding.",'irrelevant'
'That would be a shame.','relevant'
'http://blog.opperschaap.net/2009/11/16/chroot-with-upstart/','irrelevant'
'some more helpful links I found\nhttp://wiki.raceme.org/dokuwiki/tof:computer:vserver:upstart_ubuntu_lucid\nhttp://linux-vserver.org/Upstart_issues','irrelevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
'With the reminder from other people updating, I retested this.','irrelevant'
"Same issue using Ubuntu 11.10 and FF 9.0.1 with latest updates\n$echo $LANG\nen_CA.UTF-8\n$ echo $LANGUAGE\nen_CA:en\nThis is from an 'out of the box' install of Ubuntu to a VirtualBox VM.",'relevant'
'Since there are so few people noticing, this **really** looks like an issue related to locale en_CA\nI guess I need to spin up a new Ubuntu VM with alternate settings to confirm','relevant'
'Got that new VM created.','irrelevant'
'Works just fine:\nUbuntu 11.10 and FF 9.0.1 with latest updates\n$echo $LANG\nen_US.UTF-8\n$ echo $LANGUAGE\n## blank ##\nVERY strong indication that the problem is related to locale information.','relevant'
'en_CA fails, en_US works.','relevant'
"Anyone have an idea about what 'package' this really belongs with?",'irrelevant'
'I could put it under one of the javascript packages instead of firefox, but it really belongs to a lower level.','relevant'
'I just do not know which underlying library toLocaleDateString belongs to or calls.','irrelevant'
'I add javascript and locales.','irrelevant'
'Sigh ... Something ELSE that should be in my web application cross browser / cross OS internationalization testing, but is just too big to be reasonable.','relevant'
'I have this problem too running Lubuntu 11.10 and Firefox 10.0.2.','relevant'
'Happens with the Zotero plugin.','relevant'
'Enter the date in ISO format 2011-01-15...click out of the field and it shows 11-01-2011.','relevant'
'Oh, I guess I should add that my system locale is: en_CA.utf8','irrelevant'
'I have this problem too, using Linux Mint with Firefox 12 and only Firebug installed.','relevant'
'I have the `en_CA.UTF-8` locale.','irrelevant'
'javascript-common package only expose /usr/share/javascrit content in /javascript URL.','relevant'
'That bug is not related to that package.','irrelevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
'With the reminder from other people updating, I retested this.','irrelevant'
"Same issue using Ubuntu 11.10 and FF 9.0.1 with latest updates\n$echo $LANG\nen_CA.UTF-8\n$ echo $LANGUAGE\nen_CA:en\nThis is from an 'out of the box' install of Ubuntu to a VirtualBox VM.",'relevant'
'Since there are so few people noticing, this **really** looks like an issue related to locale en_CA\nI guess I need to spin up a new Ubuntu VM with alternate settings to confirm','relevant'
'Got that new VM created.','irrelevant'
'Works just fine:\nUbuntu 11.10 and FF 9.0.1 with latest updates\n$echo $LANG\nen_US.UTF-8\n$ echo $LANGUAGE\n## blank ##\nVERY strong indication that the problem is related to locale information.','relevant'
'en_CA fails, en_US works.','relevant'
"Anyone have an idea about what 'package' this really belongs with?",'irrelevant'
'I could put it under one of the javascript packages instead of firefox, but it really belongs to a lower level.','relevant'
'I just do not know which underlying library toLocaleDateString belongs to or calls.','irrelevant'
'I add javascript and locales.','irrelevant'
'Sigh ... Something ELSE that should be in my web application cross browser / cross OS internationalization testing, but is just too big to be reasonable.','relevant'
'I have this problem too running Lubuntu 11.10 and Firefox 10.0.2.','relevant'
'Happens with the Zotero plugin.','relevant'
'Enter the date in ISO format 2011-01-15...click out of the field and it shows 11-01-2011.','relevant'
'Oh, I guess I should add that my system locale is: en_CA.utf8','irrelevant'
'I have this problem too, using Linux Mint with Firefox 12 and only Firebug installed.','relevant'
'I have the `en_CA.UTF-8` locale.','irrelevant'
'javascript-common package only expose /usr/share/javascrit content in /javascript URL.','relevant'
'That bug is not related to that package.','irrelevant'
"Then it's even more likely to be a python urllib2 bug.",'relevant'
"I'm noticing it on Fedora 11 with Python 2.6.",'relevant'
'Trent, what version of python are using 2.6, 2.6.2 or 2.6.4?','irrelevant'
"I'm using python 2.6.4.",'irrelevant'
'Trent - thanks, that way we know that you and I both see the same thing across different versions of python\nOnox - Yes If i click on refresh it does invoke the various functions.','relevant'
'The prints that are in the error_cb get invoked with the Warning in Weather: error in get_{forecast,conditions,weather_map}: - urlopen error [Errno -3] Temporary failure in name resolution and then the  Reattempt ({3,2,1} retries remaining) in 10 seconds.','relevant'
"After those count down the 1 retries it prints, one Error in Weather for each of the get_{forecast,conditions,weather_map}  FWIW, I didn't add any prints because the prints in the error_cb seemed answer the question.",'relevant'
'If I let it sit there when the next 30 minute timer  expires it will repeat the same warning, retries, error for the three gets.','relevant'
'If I click refresh manually, it does the same thing.','relevant'
'Even after NM has restored the connection, it continues with the same behaviour as though the network had NOT been restored.','relevant'
"It really seems that if there is any call the to urlopen while the network is down doesn't get cleared in urllib2's state, even after the network comes back up.",'relevant'
'Even after NM has restored the connection, it (the weather applet) continues with the same ...','relevant'
"@katun89: you don't have a org.freedesktop.NetworkManager on your system bus, do you?",'irrelevant'
"I'm planning to use the provided patch (with some modifications) but that is only for NM.",'relevant'
'It could be that WICD has a totally different interface so I cannot make a patch for it unless someone else provides a patch.','relevant'
'I wrote a modular library for network detection in Python a few months ago.','relevant'
"I've uploaded it here:\nlp:~awn-extras/awn-extras/network-detection\nI only wrote an implementation for NetworkManager (because that's all that I have installed here), but it shouldn't be too difficult for someone to write a WICD implementation.",'relevant'
'Also, it should be useful for any network-using Python applet, not just weather.','relevant'
"I like the weather applet but it is not critical so I really don't care if it can't fetch the weather.",'relevant'
'Minimally, I would like option to suppress the notifications.','relevant'
"Thinking about commenting out parts of weather.py so they don't popup, but not sure where the best spot to edit in the code.",'relevant'
'Plus if I do this, every time the package gets updated, then my hack will be overwritten...','relevant'
'Thank you for taking the time to report this bug and helping to make Ubuntu better.','irrelevant'
'This bug did not have a package associated with it, which is important for ensuring that it gets looked at by the proper developers.','irrelevant'
'You can learn more about finding the right package at https://wiki.ubuntu.com/Bugs/FindRightPackage .','irrelevant'
'I have classified this bug as a bug in awn-applet-weather.','irrelevant'
"When reporting bugs in the future please use apport by using 'ubuntu-bug' and the name of the package affected.",'irrelevant'
'You can learn more about this functionality at https://help.ubuntu.com/community/ReportingBugs.','irrelevant'
"I've the same bug on Ubuntu Natty !",'relevant'
"It's boring to see an error message each 5 minutes or manual actualisation which says that the weather applet lost connection !",'relevant'
'I use AWN - 0.4.1~bzr822-0ubuntu3','irrelevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
'This thread from the rsyslog mailing list appears to describe the same issue: http://lists.adiscon.net/pipermail/rsyslog/2011-April/013265.html','relevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
'ApportVersion: 2.8-0ubuntu1\nArchitecture: amd64\nDistroRelease: Ubuntu 13.04\nMarkForUpload: True\nNonfreeKernelModules: fglrx\nPackage: rsyslog 5.8.11-2ubuntu1\nPackageArchitecture: amd64\nProcEnviron:\n\xa0LANGUAGE=en_GB:en\n\xa0TERM=xterm\n\xa0PATH=(custom, no user)\n\xa0LANG=en_GB.UTF-8\n\xa0SHELL=/bin/bash\nProcVersionSignature: Ubuntu 3.8.0-0.3-generic 3.8.0-rc3\nTags:  raring uec-images\nUname: Linux 3.8.0-0-generic x86_64\nUpgradeStatus: Upgraded to raring on 2012-12-03 (43 days ago)\nUserGroups: adm admin audio cdrom debian-tor dialout floppy fuse libvirtd lpadmin mythtv netdev plugdev polkituser powerdev root sambashare sudo video\nmodified.conffile..etc.apparmor.d.usr.sbin.rsyslogd: [deleted]','irrelevant'
'apport information','irrelevant'
"Following directly on from the previous comment,  removing the various ubuntu-orchestra packages causes the 'lmnsd_gtls.so' complaint to disappear:\n`sudo apt-get remove --purge ubuntu-orchestra-*`",'relevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
'I am affected by this and do not have the technical knowledge to modify and rebuild the upstart source code.','relevant'
'Is there a fix that does not require altering the source, or is this likely to make it into an update some time soon?','relevant'
"I have the same basic problem, but the patch given doesn't do anything.",'relevant'
'Trying installing upstart 1.6.7, no better.','relevant'
'init is always at 100% cpu.','relevant'
'I totally agree the proper fix would be that OpenVZ provides a /dev/console.','relevant'
'My patch is rather a workaround.','relevant'
'Concerning jobs specifying console access, they already fallback to CONSOLE_NONE in job_process_spawn so they are working (maybe not exactly with the same behaviour though).','relevant'
