@relation rationale
@attribute sentence string
@attribute classification string
@data
'Sorry, you are right.','irrelevant'
"I have it here, but the README.html in JDK's root folder says:\n\nJDK(TM) Documentation\nThe on-line JavaTM Platform, Standard Edition (Java SE) Documentation contains API specifications, feature descriptions, developer guides, reference pages for JDKTM tools and utilities, demos, and links to related information.",'irrelevant'
'This documentation is also available in a download bundle which you can install on your machine.','irrelevant'
'To obtain the documentation bundle, see the download page.','irrelevant'
'For API documentation, refer to the The JavaTM Platform, Standard Edition API Specification This provides brief descriptions of the API with an emphasis on specifications, not on code examples.','irrelevant'
'sarowe asked about this issue in LUCENE-3587.','irrelevant'
"FWIW, i thought this issue (LUCENE-3228) had been resolved a long time ago based on some comments i remember people making, but evidently those comments where on irc/mail and folks didn't post them in Jira.",'relevant'
"Problems with the patch i attached (that i know of):\n1) we don't distribute dev-tools in our releases, so at a minimum we'd need to find a new home for any package-list files we wanted to ship.",'relevant'
"2) the Java documentation from Oracle has some licensing/restrictions  that affect redistribution which don't seem to be compatible with ASF 3rd party licensing policy so we can't include the java package-list files in our releases\n...we could still use the ideas in this patch to deal with package-list files for non java/oracle distrobutions, but at the time this patch was written the only other extneral javadocs we linked to where that might be useful was junit, and since this patch was created, that link has just been removed outright from our build.xml files.",'relevant'
"I don't think there's anything left here but to resolve as Won't Fix",'relevant'
"I don't think there's anything left here but to resolve as Won't Fix\nI disagree.",'relevant'
"1) we don't distribute dev-tools in our releases, so at a minimum we'd need to find a new home for any package-list files we wanted to ship.",'relevant'
'How does lucene/src/tools/javadoc/ grab you?','irrelevant'
"2) the Java documentation from Oracle has some licensing/restrictions that affect redistribution which don't seem to be compatible with ASF 3rd party licensing policy so we can't include the java package-list files in our releases\nHere is a direct link to the Sun/Oracle documentation redistribution restrictions: http://java.sun.com/docs/redist.html.",'relevant'
"We can include the Java javadoc package-list file in Subversion but exclude it from our source releases, and include a mechanism to download it when it's absent (i.e., in the source release).",'relevant'
"There is an ASF precedent for redistributing Java javadoc package-list files in the Maven project's javadoc plugin: http://jira.codehaus.org/browse/MJAVADOC-315 and https://jira.codehaus.org/browse/MJAVADOC-327 - in Subversion at http://svn.apache.org/viewvc/maven/plugins/trunk/maven-javadoc-plugin/src/main/resources/org/apache/maven/plugin/javadoc/.",'relevant'
"I can't find any associated discussion of legal ramifications, though.",'relevant'
"I'll put up a patch shortly implementing these ideas.",'relevant'
'Patch for branch_3x.','relevant'
'Features:\n\nAdds package-list files for Oracle Java javadocs and JUnit javadocs to subversion.','relevant'
'When building Lucene and Solr source releases, the Oracle Java javadocs package-list file is removed.','relevant'
'When connected or disconnected from the network, javadocs built from a subversion checkout contain links to Oracle javadocs.','relevant'
'When connected to the network, javadocs built from a source release will attempt to download the Oracle Java package-list file.','relevant'
'When the Oracle Java package-list file is not present, either because the user is building from a source release while disconnected from the network, or because the package-list file for Oracle Java javadocs is not downloadable for some other reason, javadocs will be built and the build will not fail, though an error will appear in the build log.','relevant'
"Links from Solr javadocs to Lucene's javadocs are enabled.",'relevant'
"When building a non-release version, the links are to the most recently built nightly Jenkins javadocs, as in Hoss's patch on this issue.",'relevant'
'When building a release version, links are to the same-versioned Lucene release javadocs.','relevant'
'Trunk for patch with the same changes.','relevant'
'If there are no objections I will commit this tomorrow.','relevant'
'Committed:\n\nr1210020: trunk\nr1210022: branch_3x','relevant'
'\n    [junit] Testsuite: org.apache.lucene.index.TestNRTThreads\n    [junit] Testcase: testNRTThreads(org.apache.lucene.index.TestNRTThreads):\tFAILED\n    [junit] expected:<8> but was:<18>\n    [junit] junit.framework.AssertionFailedError: expected:<8> but was:<18>\n    [junit] \tat org.apache.lucene.index.TestNRTThreads.testNRTThreads(TestNRTThreads.java:515)\n    [junit] \tat org.apache.lucene.util.LuceneTestCase$LuceneTestCaseRunner.runChild(LuceneTestCase.java:1362)\n    [junit] \tat org.apache.lucene.util.LuceneTestCase$LuceneTestCaseRunner.runChild(LuceneTestCase.java:1280)\n    [junit] \n    [junit] \n    [junit] Tests run: 1, Failures: 1, Errors: 0, Time elapsed: 19.812 sec\n    [junit] \n    [junit] ------------- Standard Output ---------------\n    [junit] doc id=157 is supposed to be deleted, but got docID=119\n    [junit] doc id=82 is supposed to be deleted, but got docID=68\n    [junit] doc id=83 is supposed to be deleted, but got docID=38\n    [junit] doc id=80 is supposed to be deleted, but got docID=36\n    [junit] doc id=81 is supposed to be deleted, but got docID=37\n    [junit] doc id=67 is supposed to be deleted, but got docID=24\n    [junit] doc id=69 is supposed to be deleted, but got docID=26\n    [junit] doc id=68 is supposed to be deleted, but got docID=25\n    [junit] doc id=672 is supposed to be deleted, but got docID=430\n    [junit] doc id=444 is supposed to be deleted, but got docID=344\n    [junit] doc id=441 is supposed to be deleted, but got docID=766\n    [junit] doc id=442 is supposed to be deleted, but got docID=343\n    [junit] doc id=443 is supposed to be deleted, but got docID=767\n    [junit] doc id=70 is supposed to be deleted, but got docID=67\n    [junit] doc id=71 is supposed to be deleted, but got docID=27\n    [junit] doc id=72 is supposed to be deleted, but got docID=28\n    [junit] doc id=73 is supposed to be deleted, but got docID=29\n    [junit] doc id=74 is supposed to be deleted, but got docID=30\n    [junit] doc id=75 is supposed to be deleted, but got docID=31\n    [junit] doc id=76 is supposed to be deleted, but got docID=32\n    [junit] doc id=219 is supposed to be deleted, but got docID=175\n    [junit] doc id=662 is supposed to be deleted, but got docID=425\n    [junit] doc id=663 is supposed to be deleted, but got docID=426\n    [junit] doc id=218 is supposed to be deleted, but got docID=174\n    [junit] doc id=361 is supposed to be deleted, but got docID=286\n    [junit] doc id=362 is supposed to be deleted, but got docID=287\n    [junit] doc id=360 is supposed to be deleted, but got docID=285\n    [junit] doc id=366 is supposed to be deleted, but got docID=291\n    [junit] doc id=365 is supposed to be deleted, but got docID=290\n    [junit] doc id=364 is supposed to be deleted, but got docID=289\n    [junit] doc id=363 is supposed to be deleted, but got docID=288\n    [junit] doc id=368 is supposed to be deleted, but got docID=293\n    [junit] doc id=367 is supposed to be deleted, but got docID=292\n    [junit] doc id=518 is supposed to be deleted, but got docID=361\n    [junit] doc id=517 is supposed to be deleted, but got docID=805\n    [junit] doc id=220 is supposed to be deleted, but got docID=176\n    [junit] doc id=324 is supposed to be deleted, but got docID=269\n    [junit] doc id=322 is supposed to be deleted, but got docID=268\n    [junit] ------------- ---------------- ---------------\n    [junit] ------------- Standard Error -----------------\n    [junit] NOTE: reproduce with: ant test -Dtestcase=TestNRTThreads -Dtestmethod=testNRTThreads -Dtests.seed=0:0\n    [junit] NOTE: test params are: codec=RandomCodecProvider: {extra8=MockFixedIntBlock(blockSize=1054), extra9=MockVariableIntBlock(baseBlockSize=87), body=MockSep, extra0=MockVariableIntBlock(baseBlockSize=87), packID=Pulsing(freqCutoff=16), extra1=MockRandom, extra2=Standard, extra3=SimpleText, date=MockVariableIntBlock(baseBlockSize=87), extra4=MockSep, extra5=Pulsing(freqCutoff=16), extra6=MockFixedIntBlock(blockSize=1054), extra7=MockVariableIntBlock(baseBlockSize=87), docid=MockVariableIntBlock(baseBlockSize=87), title=SimpleText, titleTokenized=Standard}, locale=ar_JO, timezone=Europe/Oslo\n    [junit] NOTE: all tests run in this JVM:\n    [junit] [TestSearchForDuplicates, TestMockAnalyzer, TestCheckIndex, TestDoc, TestFlex, TestIndexReaderCloneNorms, TestIndexWriterExceptions, TestIndexWriterUnicode, TestMultiLevelSkipList, TestNRTThreads]\n    [junit] NOTE: Mac OS X 10.6.7 x86_64/Apple Inc. 1.6.0_24 (64-bit)/cpus=4,threads=1,free=41147720,total=85000192\n    [junit] ------------- ---------------- ---------------\n    [junit] TEST org.apache.lucene.index.TestNRTThreads FAILED','irrelevant'
"It's probably the new DWPT code.",'relevant'
'There was a specific issue to fix this problem LUCENE-2956.','relevant'
'phew!','irrelevant'
'This seems like a delete issue.','relevant'
'I only looked at the output robert posted so far but it seems that a FrozenDelPackage gets lost somewhere here....','relevant'
'I will look after buzzwords','irrelevant'
'I can reproduce this easily and even if I set search threads to 0 and index threads to 1.','relevant'
'I forced the IW to use OpenMode.CREATE and suddenly the tests are not failing anymore.','relevant'
'It seems that the tempdir is not cleaned up since always the second test fails for me but never the first run.','relevant'
'this is not a DWPT issue, phew!','relevant'
'the test cleans itself up in afterClass(), so there is in fact an issue.','relevant'
"taking a look at this, I don't like the way _TestUtil.getTempDir(String desc) was working before... it was basically desc + LTC.random.nextInt(xxx), so if you wired the seed like I did, and somehow stuff doesnt totally clean up, then its easy to see how it could return an already-created dir.",'relevant'
'I changed this method to use _TestUtil.createTempFile...','relevant'
'I think this is much safer.','relevant'
'robert can you still reproduce or can we close this issue here?','irrelevant'
'i could never really reproduce... but sometimes if i ran all tests with -Dtests.seed=0:0 it would happen.','relevant'
"the reason this test is not reproducible is that this test uses 'n seconds' as a limit.",'relevant'
'so whether it passes or fails depends upon what your computer is doing at the moment.','irrelevant'
'I think we must change it to limit itself by number of docs instead.','relevant'
'I think we must change it to limit itself by number of docs instead.','relevant'
"I agree: let's fix that.",'relevant'
'this was a temp file issue - fixed','relevant'
'Patch.','relevant'
'The basic impl is working, I think (the random test passes),\nbut I have alot of nocommits still!','relevant'
"New patch, I think it's ready to commit!",'relevant'
'BlockJoinQuery still needs hashCode/equals, and a javadoc note (as I remarked earlier at 2454) about the possible inefficiency of the use of OpenBitSet for larger group sizes.','relevant'
'When the typical group size gets a lot bigger than the number of bits in a long, another implementation might be faster.','relevant'
'This remark the in javadocs would allow us to wait for someone to come along with bigger group sizes and a real performance problem here.','relevant'
'I would prefer to use single pass and for now I only need the parent docs.','relevant'
'That means that I have no preference for 2454 or this one.','irrelevant'
'Patch, adding equals and hashCode and clone to BlockJoinQuery.','relevant'
'Also, I now throw UOE from get/setBoost, stating that you should do so against the child query instead.','relevant'
'The possible inefficiency is the same as the one for a any sparsely filled OpenBitSet.','relevant'
'Another implementation (should be another issue, but since you asked...) could be a set of increasing integers, based on a balanced tree structure with a moderate fanout (e.g.','relevant'
'32), and all integer values relative to the minimum determined by the data for the pointer from the parent.','relevant'
'The whole thing could be stored in one int[], the pointers would be (forward) indexes into this one array, and each internal node would consist of two rows of integers (one data, one pointers), and each row would be compressed as a frame of reference into the array.','relevant'
'This thing can implement \n\nint next(int x)\n\n and \n\nint previous(int x)\n\n easily, and an iterator over this can implement \n\nadvance(target)\n\n for a DocIdSetIterator, and because of the symmetry it can also do that in the reverse direction as needed here.','relevant'
'Compression at higher levels might not be necessary.','relevant'
'For now, there is no code for this, except for the frame of reference.','irrelevant'
'Occasionaly the need for a more space efficient filter shows up on the mailing lists, so if anyone wants to give this a try...','relevant'
'The possible inefficiency is the same as the one for a any sparsely filled OpenBitSet.','relevant'
'Ahh, OK.','irrelevant'
'Though, I suspect this (the linear scan OBS does for next/prevSetBit) is a minor cost overall, if indeed the app has so many child docs per parent that a sparse bit set would be warranted?','relevant'
'Ie, the Query/Collector would still be visiting these many child docs per parent, I guess?','relevant'
'(Unless the query hits few results).','irrelevant'
"I don't think a jdoc warning is really required for this... but I'm fine if you want to add one?",'relevant'
"I'll commit this soon and resolve LUCENE-2454 as duplicate!",'relevant'
'Is there a wiki page on how to use this?','irrelevant'
'I need to implement an index with nested docs and an example scheme and query would be awesome.','relevant'
'Thanks!','irrelevant'
'I wrote this blog post giving a quick overview: http://blog.mikemccandless.com/2012/01/searching-relational-content-with.html','irrelevant'
'+1','relevant'
'Perhaps we should also fail the test if that happens?','relevant'
'Was there reason why only the stacktrace printed, but tests were considered successful?','relevant'
'some tests are still problematic, at least on windows...','relevant'
"I think perhaps some of the crazier ones like DiskFull, TestCrash, anything that has to disable MockDirectoryWrappers's checks because they must create corrupt indexes or other scary things.",'relevant'
'Patch adds registerTempFile to LTC plus prints stack information if rmDir fails.','relevant'
'I think we should also fail the test if that happens?','relevant'
"some tests are still problematic, at least on windows... \nOk, I didn't notice your comment when posted the patch.",'irrelevant'
"So let's keep it as-is.",'irrelevant'
"I think it's ready to commit",'relevant'
"Patch applies the same changes to backwards' LTC.",'relevant'
"I think I've found the problem - MockIndexOutputWrapper did not close delegate if dir.maybeThrowEx actually threw an exception.",'relevant'
"Here's a patch that fixes it:\n\n\nIndex: lucene/src/test-framework/org/apache/lucene/store/MockIndexOutputWrapper.java\n===================================================================\n--- lucene/src/test-framework/org/apache/lucene/store/MockIndexOutputWrapper.java       (revision 1127062)\n+++ lucene/src/test-framework/org/apache/lucene/store/MockIndexOutputWrapper.java       (working copy)\n@@ -45,20 +45,23 @@\n\n   @Override\n   public void close() throws IOException {\n-    dir.maybeThrowDeterministicException();\n-    delegate.close();\n-    if (dir.trackDiskUsage) {\n-      // Now compute actual disk usage & track the maxUsedSize\n-      // in the MockDirectoryWrapper:\n-      long size = dir.getRecomputedActualSizeInBytes();\n-      if (size > dir.maxUsedSize) {\n-        dir.maxUsedSize = size;\n+    try {\n+      dir.maybeThrowDeterministicException();\n+    } finally {\n+      delegate.close();\n+      if (dir.trackDiskUsage) {\n+        // Now compute actual disk usage & track the maxUsedSize\n+        // in the MockDirectoryWrapper:\n+        long size = dir.getRecomputedActualSizeInBytes();\n+        if (size > dir.maxUsedSize) {\n+          dir.maxUsedSize = size;\n+        }\n       }\n+      synchronized(dir) {\n+        dir.openFileHandles.remove(this);\n+        dir.openFilesForWrite.remove(name);\n+      }\n     }\n-    synchronized(dir) {\n-      dir.openFileHandles.remove(this);\n-      dir.openFilesForWrite.remove(name);\n-    }\n   }\n\n   @Override\n\n\nMaybe we solve it by moving delegate.close() before dir.maybeThrow, instead of the try-finally?",'relevant'
'Committed revision 1127470 (trunk).','relevant'
'Committed revision 1127471 (3x).','relevant'
'LTC now verbose whatever we need to pursue rmDir failures.','relevant'
'Bulk closing for 3.2','relevant'
'This is on Ubuntu btw.','irrelevant'
'Run log:\n\nNOTE: reproduce with: ant test -Dtestcase=TestIndexWriter -Dtestmethod=testBackgroundOptimize -Dtests.seed=-3981504507637360146:51354004663342240\nNOTE: reproduce with: ant test -Dtestcase=TestIndexWriter -Dtestmethod=testBackgroundOptimize -Dtests.seed=-3981504507637360146:51354004663342240\nThe following exceptions were thrown by threads:\n*** Thread: Lucene Merge Thread #0 ***\norg.apache.lucene.index.MergePolicy$MergeException: java.io.FileNotFoundException: /tmp/test4907593285402510583tmp/_51_0.sd (Too many open files)\n\tat org.apache.lucene.index.ConcurrentMergeScheduler.handleMergeException(ConcurrentMergeScheduler.java:507)\n\tat org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread.run(ConcurrentMergeScheduler.java:472)\nCaused by: java.io.FileNotFoundException: /tmp/test4907593285402510583tmp/_51_0.sd (Too many open files)\n\tat java.io.RandomAccessFile.open(Native Method)\n\tat java.io.RandomAccessFile.<init>(RandomAccessFile.java:233)\n\tat org.apache.lucene.store.SimpleFSDirectory$SimpleFSIndexInput$Descriptor.<init>(SimpleFSDirectory.java:69)\n\tat org.apache.lucene.store.SimpleFSDirectory$SimpleFSIndexInput.<init>(SimpleFSDirectory.java:90)\n\tat org.apache.lucene.store.SimpleFSDirectory.openInput(SimpleFSDirectory.java:56)\n\tat org.apache.lucene.store.FSDirectory.openInput(FSDirectory.java:337)\n\tat org.apache.lucene.store.MockDirectoryWrapper.openInput(MockDirectoryWrapper.java:402)\n\tat org.apache.lucene.index.codecs.mockrandom.MockRandomCodec.fieldsProducer(MockRandomCodec.java:236)\n\tat org.apache.lucene.index.PerFieldCodecWrapper$FieldsReader.<init>(PerFieldCodecWrapper.java:113)\n\tat org.apache.lucene.index.PerFieldCodecWrapper.fieldsProducer(PerFieldCodecWrapper.java:210)\n\tat org.apache.lucene.index.SegmentReader$CoreReaders.<init>(SegmentReader.java:131)\n\tat org.apache.lucene.index.SegmentReader.get(SegmentReader.java:495)\n\tat org.apache.lucene.index.IndexWriter$ReaderPool.get(IndexWriter.java:635)\n\tat org.apache.lucene.index.IndexWriter.mergeMiddle(IndexWriter.java:3260)\n\tat org.apache.lucene.index.IndexWriter.merge(IndexWriter.java:2930)\n\tat org.apache.lucene.index.ConcurrentMergeScheduler.doMerge(ConcurrentMergeScheduler.java:379)\n\tat org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread.run(ConcurrentMergeScheduler.java:447)\nNOTE: test params are: codec=RandomCodecProvider: {field=MockRandom}, locale=nl_NL, timezone=Turkey\nNOTE: all tests run in this JVM:\n[TestIndexWriter]\nNOTE: Linux 2.6.32-31-generic i386/Sun Microsystems Inc. 1.6.0_20 (32-bit)/cpus=1,threads=2,free=26480072,total=33468416','irrelevant'
'Does that repro line reproduce the failure for you Doron?','irrelevant'
"It's odd because that test doesn't make that many fields... oh I see it makes a 100 segment index.",'relevant'
"I'll drop that to 50...",'relevant'
'The nightly build also hits too-many-open-files every so often, I suspect because our random-per-field-codec is making too many codecs...','relevant'
'I wonder if we should throttle it?','relevant'
'Ie if it accumulates too many codecs, to start sharing them b/w fields?','relevant'
'I dropped it from 100 to 50 segs.','relevant'
'Can you test if that works in your env Doron?','irrelevant'
'Yes, thanks, now it passes (trunk) - with this seed as well quite a few times without specifying a seed.','relevant'
"I'll now verify on 3x.",'irrelevant'
'I fact in 3x this is not reproducible with same seed (expected as Robert once explained) and I was not able to reproduce it with no seed, tried with -Dtest.iter=100 as well (though I am not sure, would a new seed be created in each iteration?','relevant'
'Need to verify this...)\nAnyhow in 3x the test passes also after svn up with this fix.','irrelevant'
'So I think this can be resolved...','relevant'
'Fixed by Mike, thanks Mike!','relevant'
'Thanks for raising it Doron!','irrelevant'
'Bulk closing for 3.2','relevant'
'bulk move 3.2 -> 3.3','relevant'
'its easy to add the sleep, but we dont even have good multithreaded tests with rollback() [except testing how exceptions are handled and not really asserting anything?]','relevant'
'Can we push this out to 4.0?','relevant'
'I think we can push to 4.0...','relevant'
'Bulk move 4.4 issues to 4.5 and 5.0','relevant'
'Move issue to Lucene 4.9.','relevant'
'Hi Mark, could you add an example algorithm with this behavior?','irrelevant'
"Also, this is from the package javadocs:\n\n\n# multi val params are iterated by NewRound's, added to reports, start with column name.",'irrelevant'
'merge.factor=mrg:10:20\nmax.buffered=buf:100:1000\n\n\nIs it possible to workaround the problem by specifying a sufficiently long column name as the first value, that is, replacing e.g.','relevant'
"'mrg' or 'buf' in the above?",'relevant'
"Hey Doron - I have a patch for this, I've just been too lazy to extract it.",'relevant'
"I'm not sure if there is anything built-in that is long enough to matter - it comes into play if, for example, if you want to alternate fully qualified class names per round.",'relevant'
"My original workaround was to simply pad the column name - but it was ugly and had it's limitations, so I instead made some modifications to the formatting classes.",'relevant'
"My original workaround was to simply pad the column name\nYeah that's what I meant, so ok, better formatting will help.",'relevant'
'Mark, are you planning on working on this one?','irrelevant'
'Is it ok to defer until 4.0?','irrelevant'
'yeah, this is def not that important.','relevant'
'Lets move to 4.','relevant'
'Bulk move 4.4 issues to 4.5 and 5.0','relevant'
'Move issue to Lucene 4.9.','relevant'
'The patch.','relevant'
'It fixes the problem when usePhraseHighlighter=true.','relevant'
'When the flag is false and FVH works on N-gram field, not a few terms may be created in tree, then it causes uncontrollable.','relevant'
'But I think the case of using usePhraseHighlighter=false with N-gram field is rare, the attached patch will be enough.','relevant'
'bulk move 3.2 -> 3.3','relevant'
"I'll commit soon.",'relevant'
'trunk: Committed revision 1170908.','relevant'
'3x: Committed revision 1170913.','relevant'
'Bulk close after release of 3.5','relevant'
'The change from HashSet to ArrayList for flatQueries resulted in very significant slowdown in some of our e-discovery queries after upgrade from 3.4.0 to 3.5.0.','relevant'
'Our queries sometime contain tens of thousands of terms.','relevant'
'As a result, major portion of execution time for such queries is now spent in the flatQueries.contains( sourceQuery ) method calls.','relevant'
'Uh, that is not good news.','irrelevant'
"Please don't hesitate to open a ticket.",'irrelevant'
"Patches would be welcome as I don't have time to look into it for a few weeks...",'irrelevant'
'Created LUCENE-3719 with a patch.','relevant'
'Robert: In your patch: Why use exactly that float (looks arbitrary) and not e.g.','relevant'
'Float.MIN_VALUE (of course not NEGATIVE_INFINITY!)?','relevant'
"Doesn't matter, just want to understand.",'irrelevant'
'Hi Uwe: you are right!','relevant'
'obviously this one needs a comment, but this is the idea:\n\nnorm[0]=4.656613E-10\nnorm[1]=5.820766E-10\nnorm[2]=6.9849193E-10\nnorm[3]=8.1490725E-10','relevant'
"Here's a new patch...\napparently there was code in SmallFloat to specifically do this.",'relevant'
'This simply removes the bug.','relevant'
'I would like to commit soon.','relevant'
"\n\n  public boolean isMatch() {\n    return (0.0f < getValue());\n  }\n\n\nIsn't that a bug?",'relevant'
'We fixed our search code to not discard negative scores, so explain should also handle that?','relevant'
'This line of code was also one of the first things I was thinking about.','irrelevant'
'I also think this is a bug in explain!','relevant'
"Isn't that a bug?",'relevant'
'We fixed our search code to not discard negative scores, so explain should also handle that?','relevant'
'I agree this is a bad assumption really (although subclasses can override).','relevant'
"I am just concerned what explains will 'break' if we fix this.",'relevant'
'But still i think the float quantization issue (the root cause of this problem really) should be fixed... ideally we fix both!','relevant'
"I'm not sure why this is a quantization issue... SmallFloat handles underflow by mapping to the smallest number greater than 0, so the only way to get a 0 field norm is an explicit boost of 0.",'relevant'
'Anyway, if we want to discard explicit representation for 0, some of the code that handled these edge cases should also be modified:\n\n\n    if (smallfloat < fzero) {\n      return (bits<=0) ?','relevant'
'(byte)0   // negative numbers and zero both map to 0 byte\n       :(byte)1;  // underflow is mapped to smallest non-zero number.','relevant'
"OK, although underflow is generally handled, Robert found at least one case where it doesn't work.",'relevant'
'System.out.println(SmallFloat.floatToByte315(5.8123817E-10f));\nThat prints 0 for some reason.','relevant'
"I'll see if I can figure out why.",'relevant'
'Thanks, so the bug is really my imagination (as SmallFloat is designed to generally handle this, its just some corner case i produced in a test).','relevant'
'So, if we can fix smallfloat my gross hack is not necessary, as we would then only produce byte 0 norms in the case of a zero boost... we can discuss if anything needs to be done there (in my opinion, its not serious, i am only concerned about non-zero floats quantizing to a zero byte).','relevant'
'and then separately we gotta figure out about explains: in my opinion whether or not a document was matched by a query is unrelated to the score...','relevant'
"I don't understand 95\\% of what yonik & robert have been saying in this issue \x96 but fortunately i don't think that matters \x96 it sounds like they both agree htat what they are talking about is unrelated to this bug.",'irrelevant'
'Sorry for the confusion, my issues were actually a separate (corner-case) bug, which yonik fixed already in LUCENE-2937.','relevant'
"That bug would cause you to have a field boost of 0 in some very very rare/likely-to-have-never-happened-with-our-default-sim cases when you shouldn't.",'relevant'
'So for this issue we can address the explains, for when you explicitly set boost of zero.','relevant'
'would appreciate a review so we can get this into 3.1\n+1 to the patch.','relevant'
'Patch looks great.','relevant'
'So then i expanded the patch to also include BooleanQueries containing phrase queries on multiple fields, and then i was finally able to make TestSimpleExplanations in similar ways to what Koji is seeing.','relevant'
"Hoss's assumption is correct because the problem was found at customer site when they used a BooleanQuery containing PhraseQueries (term query on 1-gram fields).",'relevant'
'fixed in trunk and 3x...','relevant'
'Committed revision 1074357.','relevant'
'Committed revision 1074363.','relevant'
'Bulk close for 3.1','relevant'
"here's a patch along the lines i suggested.",'relevant'
'sorry, here is correct patch (I had issue dyslexia)','irrelevant'
'I think Steven addressed this issue already...','irrelevant'
"I did some minor cleanups (typos, don't link to unversioned (trunk) resources since this is a versioned document, etc).",'relevant'
'I think this one is still left to do?','irrelevant'
':\n\nDemo sources are no longer shipped in a binary release','relevant'
'Demo sources are no longer shipped in a binary release\nHmm i missed this: Can we simplify this and just tell users to download the source release?','relevant'
'reopening to address the issue of demo source code being in the binary checkout... we should either include it, or change the demo instructions to tell people to get the demo sources from the source release','relevant'
'I added to the demo-part-2 instructions that you should get a source checkout.','relevant'
'Bulk close for 3.1','relevant'
"here's a patch with what Mike suggested, moving the skipping stuff private to the codecs, and separating the interval from the minimum df necessary to index skip data.",'relevant'
"i also added the 'dont skip when close' opto to Sep and Preflex codecs (since i neglected to do this and only did Standard).",'relevant'
'I kept all parameters the same (I think we should benchmark etc before changing) but I did some experiments with a fairly large skipMinimum and it looked promising.','relevant'
"I think we later (after we have good benchmarks) set this reasonable, and maybe bump skipInterval for Sep codec too, especially if we improve its 'pendingPositions' consuming to balance it out.",'relevant'
'So, I think we should apply this little patch as-is as a small step.','relevant'
"here's a patch solving a lot of the issue for the skiplists and doc/freq/prox etc pointers for Simple64.",'relevant'
'as discussed above, because its size on disk is fixed, we encode blockID and blockID deltas instead of file pointers.','relevant'
'with the saved bits, we steal one for the case where the delta is within-block, in this case this delta is really the upto delta.','relevant'
'this puts my simple64 indexes smaller than standardcodec (and speeds up the queries too)','relevant'
'I edited my comment above, because the new version of jira works differently somehow with newlines/pasting and it screwed up the quoting.','irrelevant'
'To add insult to injury, when you edit there is no longer a way to comment on what you changed...','irrelevant'
'Both patches look great!','relevant'
'Bit by bit...','irrelevant'
"here's a patch for the regular FixedIntBlock and VariableIntBlock cases: they write upto first, if a bit is set then its within block and upto is the upto delta.",'relevant'
'otherwise they then read the vlong for the fp delta.','relevant'
'this saves about 5\\% total bulkvint index size.','relevant'
'OK I committed this for now to the branch (r1070580), we can always revert it.','relevant'
'I cutover FOR, PFOR, and PFOR2 to use this, and all tests pass with all these codecs.','relevant'
'tarball containing a maven project with source code and unit tests for:\n\nAFOR1\nAFOR2\nFOR\nPFOR Non Compulsive\nSimple64\na basic tool for debugging IntBlock codecs.','relevant'
'It includes also the lucene-1458 snapshot dependencies that are necessary to compile the code and run the tests.','relevant'
'I pulled out the simple64 implementation here and adapted it to the bulkpostings branch.','relevant'
'Thanks for uploading this code Renaud, its great and the code is easy to work with.','relevant'
'I hope to get some more of the codecs you wrote into the branch for testing.','irrelevant'
'I changed a few things that helped in benchmarking:\n\nthe decoder uses relative gets instead of absolute\nwe write #longs in the block header instead of #bytes (as its always long aligned, but smaller numbers)\n\nBut mainly, for this one I think we should change it to be a VariableIntBlock codec... right now it packs 128 integers into as few longs as possible, but this is wasteful for two reasons: it has to write a per-block byte header, and also wastes bits (e.g.','relevant'
"in the case of a block of 128 1's).",'relevant'
'With variableintblock, we could do this differently, e.g.','relevant'
'read a fixed number of longs per-block (say 4 longs), and our block would then be variable between 4 and 240 integers depending upon data.','relevant'
"New patch, including Robert's patch, and also adding Simple64 as a VarInt codec.",'relevant'
"We badly need more testing of the VarInt cases, so it's great Simple64 came along (thanks Renaud!).",'relevant'
'All tests pass w/ Simple64VarInt codec.','relevant'
'OK I committed the two new Simple64 codecs (to bulk branch).','relevant'
"\nIn the case of 240 1's, i was surprised to see this selector was used over 2\\% of the time\nfor the gov collection's doc file?",'irrelevant'
'our results were performed on the wikipedia dataset and blogs dataset.','relevant'
'I don;t know what was our selection rate, I was just referring to the gain in overall compression rate.','irrelevant'
"But still, for the all 1's case I'm not actually thinking about unstructured text so much...\nin this case I am thinking about metadata fields and more structured data?",'relevant'
'Yes, this makes sense.','relevant'
'In the context of SIREn (kind of simple xml node based inverted index) which is meant for indexing semi-structured data, the difference was more observable (mainly on the frequency and position files, as well as other structure node files).','relevant'
'This might be also useful on the document id file for very common terms (maybe for certain type of facets, with a very few number of values covering a large portion of the document collection).','relevant'
'Just an additional comment on semi-structured data indexing.','irrelevant'
